,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
Myriophylloside C;(-)-Myriophylloside C,8864,10458,5211,22211,15998,29198,40578,61763,30627,139831,122654,126195,783491,653769,258233,81573,89805,83241
Mulberrin.1,106845,76598,43571,15189,41158,26506,50874,75801,27053,45353,51054,34452,74109,62954,65374,164110,160983,176519
"3-(6-bromo-2,4-dihydro-1,3-benzodioxin-8-yl)-1-(2-hydroxy-4-methoxyphenyl)prop-2-en-1-one",511933,498834,501757,479132,467584,495319,486155,506545,493575,496324,522157,526978,504276,547376,476134,412846,477604,493183
Dihydro-3(2H)-thiophenone,21107,1803,1775,29526,35298,10190,3773,27058,19965,57356,26151,47088,57281,59697,14199,102618,100629,88826
Leonuriside A.5,0,12579,8605,66122,58547,62022,151528,105434,111244,120346,80118,106051,177982,231109,84241,40909,41297,40634
UNPD72078.2,230463,185127,233161,156571,222358,240949,181229,269218,255497,204882,241017,194291,202694,215271,156387,182426,210837,223155
UNPD72078.3,230463,185127,233161,156571,222358,240949,181229,269218,255497,204882,241017,194291,202694,215271,156387,182426,210837,223155
Deoxyloganic acid.5,7933394,5896465,6526497,5191792,7055268,7033222,5485558,7638342,7328572,5465002,6076348,4878462,4300786,4564414,3702712,6129458,6505258,6825979
Domesticoside.4,4496437,3743725,4531854,9697194,6610780,6299042,10350325,9693958,9552459,11187095,4577294,8769590,57864968,57766548,14791903,4411578,5027627,5284536
Lonijaposide K,106128,50434,84183,36435,62309,32220,36120,53953,49649,33852,30238,37071,30573,21226,18300,65308,70472,71406
UNPD57434.2,240108,189073,217170,214500,197931,227044,252285,242968,257378,218863,203214,270862,300494,187076,135144,225056,235084,240327
CNP0443117,36533,36661,36159,67010,72364,39596,72119,80894,37757,106223,96052,65174,121626,111765,79890,65579,70140,80466
UNPD147398.1,5139,1123,3800,12081,14475,3504,26966,28820,24234,37159,44644,41532,54205,49272,59664,137672,118331,143790
diethyl sulfate,734934,381917,397728,249796,654751,407131,584574,793658,444244,505537,738460,559549,341405,458421,430685,398406,406927,409604
"2-[[5-(4-chlorophenyl)-4-methyl-1,2,4-triazol-3-yl]thio]-N-[(5-nitro-2-thiophenyl)methylideneamino]acetamide.4",551783,496594,521414,582129,539103,548584,583353,614590,558430,539430,602130,554943,578338,580247,441960,453795,504136,521825
"6-(3,4-dihydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",22974,64535,67815,68446,78042,59262,90130,132261,60278,101802,108115,55598,123762,269038,76064,107907,98059,101557
cis-2-Methylaconitate.4,59330,74744,102515,175387,252009,170711,426730,505242,191867,780650,595618,445343,1065782,1233875,1185770,102451,112637,111484
Bu 2867TF;Glidobactin F,37618,303541,390149,252574,292222,428557,379208,295911,291369,509319,392669,423577,370463,238859,156216,193563,185005,210461
PubChem_89518081.19,3886242,3555278,3606119,4238792,4795058,4537340,4041494,4282348,4482594,4017878,3786511,3760730,3821054,3747069,3333463,3415350,3836594,3692481
trimazosin.6,796883,458191,351285,414700,529931,398471,375362,927052,286177,448647,363268,329286,361879,701179,246423,314695,367588,399351
Moracetin,39781,133856,153498,0,11037,82272,15745,26204,17218,68285,0,0,8031,25300,6206,81176,94399,94136
N-trans-p-Coumaroyloctopamine.3,21426,381750,72859,14412,21036,357749,40304,43859,43654,35951,36533,30006,3278282,1596363,103822,170042,182022,186965
Benzyl alcohol beta-D-rutinoside.4,24375,27443,44654,87799,93861,76661,418178,249025,113656,428105,273259,269410,175350,144549,225100,47801,46047,46945
"1,2,3-Propanetricarboxylic acid.18",71129,72777,48495,461809,414066,176365,180262,200621,285551,217372,181757,147666,39672,41043,49463,123897,124490,144819
4-Ethyl-2-methoxyphenol,219377,139214,197205,58650,52165,75105,67055,69496,75527,16620,26156,43462,12783,22266,9087,110186,120532,125545
"2-[[5-(4-chlorophenyl)-4-methyl-1,2,4-triazol-3-yl]thio]-N-[(5-nitro-2-thiophenyl)methylideneamino]acetamide.5",551783,532848,529219,542753,546831,517356,583353,584541,558430,527922,602130,554943,578338,557187,455216,453795,515544,540968
CNP0427433,297058,109402,80795,88370,149080,161871,163777,156231,175679,189824,182624,218409,149337,85435,109861,214680,230212,231655
CNP0450195,346715,321141,283421,367166,361381,354863,406482,352614,393250,354001,351938,343831,160982,208589,206705,243383,281682,325313
"(2R,3R,4R,5R)-5-(6-amino-6-cyclohexyl-8H-purin-9-yl)-2-(hydroxymethyl)-4-methoxyoxolan-3-ol.1",245402,190529,148961,143023,133505,100931,122454,255640,129400,233939,230765,223693,182117,296062,121193,68979,66176,74016
UNPD52320,22075,31063,49172,43753,44587,61658,54081,59576,46418,85740,60120,66587,84361,82259,48831,48125,51385,56668
UNPD207064.2,15284,0,2395,2455,11591,5195,0,10167,3824,0,6601,8447,0,0,0,655717,717925,739877
lactobionic acid,2177269,2209188,1586289,2964277,2858944,1933177,2570617,3281595,2691532,3526138,3847513,3751347,1717779,1720537,2109534,1971671,1580783,1845983
UNPD172665,132574768,150146432,181333984,84137448,150703232,125147552,43033136,39431000,52421604,9166374,8125268,12131378,69857312,70683496,74427496,83628800,82702912,87250728
"1,2-Di-O-(E)-caffeoyl-beta-D-glucopyranose.1",0,2899,0,369273,214542,132940,1020380,677952,190279,1323935,1097851,696456,4547145,11313403,2488694,950806,1094884,1134836
PubChem_6654850,0,0,0,0,0,0,30848,0,0,0,6245,9120,6445,974,0,82366,87354,87396
"2-(3,4-dicarboxybut-2-enoyloxy)propane-1,2,3-tricarboxylic acid",263398,316868,288700,109585,130387,153573,51997,41910,110018,58208,43471,45399,81627,58026,24129,296248,314866,322470
UNPD105768,4534401,3596176,3320418,4716909,6232156,3992264,4751202,8332163,3313571,6544468,6441650,4683464,4871920,5136254,3741544,2974902,3503542,3655920
Tyr-Gln-Lys.2,4534401,3596176,3320418,2764898,6232156,3992264,4751202,8332163,1579095,3730793,6441650,4683464,4871920,5136254,3741544,2974902,3503542,3655920
"2-[3-(4-fluorophenyl)-5-methyl-7-oxo-7H-furo[3,2-g]chromen-6-yl]-N-[(octahydro-1H-quinolizin-1-yl)methyl]acetamide.1",4998,8135,4892,15856,11959,12406,103514,93021,29167,171252,74048,54052,805906,373814,295456,82976,90014,98700
UNPD141728.1,0,3427,4134,47584,34030,80255,95324,72645,42976,159770,79306,63473,239997,267263,142864,58307,67250,67349
Eucaglobulin.8,71044,26649,56851,16202,28201,25842,31060,39185,40756,43927,33104,35099,61277,49648,44758,32948,35256,32293
"[(2R,3S,5R)-3-hydroxy-5-(2-oxo-4-sulfanylidenepyrimidin-1-yl)oxolan-2-yl]methyl dihydrogen phosphate.1",272385,280691,331932,491554,206615,432884,437091,456738,200623,422795,360957,434317,293934,338904,340522,402648,400352,424377
"5-[(oxo-??-sulfanylidene)(phenyl)methyl]-1,2,3-thiadiazole.5",359705,366548,374560,353004,324503,336154,343718,334596,325432,324831,314365,364056,386345,369708,284697,335443,367166,390861
5-(carbamoylamino)-2-[2-(4-methoxy-1H-indol-1-yl)acetamido]pentanoic acid,215999,253416,301578,265764,312876,339216,405167,412275,333697,379080,359334,317665,400836,387257,260380,206826,199691,222126
(R)-Rutaretin 1'-(6''-sinapoylglucoside).5,2048135,2414484,1792197,2578860,2418981,1479232,2750289,2810499,1898806,2790026,2448342,1806872,2308282,1739232,1743449,2050114,2220788,2376961
(R)-Rutaretin 1'-(6''-sinapoylglucoside).6,2048135,2414484,1792197,2578860,2418981,1479232,2750289,2810499,1898806,2790026,2448342,1806872,2308282,1739232,1743449,2050114,2220788,2376961
PubChem_22286075,1047372,705679,752483,506244,594267,546023,746472,745072,846659,979734,1002200,996026,801110,855622,801752,526716,507357,514976
"22-(3,6-dihydroxyhexyl)-10-hydroxy-14-[1-(hydroxymethyl)cyclopentyl]-21-(2-hydroxypropyl)-2,39-dioxo-3,12-dioxa-38-azaspiro[octacyclo[29.6.2.1?,??.0?,??.0?,??.0?,??.0??,??.0??,??]tetracontane-5,4'-piperidine]-7,9,11(40),25-tetraen-18-yn-23-yl acetate",13645301,14640455,17148196,10249818,12214906,9362477,8203961,7462800,7456467,5819016,4684784,4327448,7042770,8026483,6340955,19374664,16099136,16306606
Glutathione.11,224596,185846,231707,216898,297703,263209,449907,411067,294810,405461,419965,443488,511937,583788,459873,358154,351634,395244
3-hydroxy-N-[(4-methoxyphenyl)methyl]-6-[2-(4-methylpiperazin-1-yl)ethyl]oxane-2-carboxamide,91491,237480,437044,103030,123976,76393,69746,77467,120920,75191,64309,51930,62072,80743,55373,345660,322231,335732
Quercetin 3-galactoside.1,569822,456155,293542,153431,191329,153364,485509,386821,265597,139550,288064,150276,118417,103704,155859,162777,181832,195678
"2-(4-bromophenyl)-1-(2-hydroxy-4,6-dimethoxyphenyl)ethan-1-one",261034,233887,241712,214681,213707,219620,225328,239353,209742,225822,235924,228402,242113,240616,208990,214246,261181,247921
"2-({2-[(2-amino-1-hydroxy-3-methylpentylidene)amino]-4-(4-aminocyclohexa-2,5-dien-1-yl)-1-hydroxybutylidene}amino)pentanedioic acid.2",38958,128457,154832,201161,196981,175906,221707,224974,170013,262046,243719,246153,221364,216963,149047,106635,111235,117264
"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside.2",39757,19327,28564,49374,51264,50057,81075,111948,52817,147997,143333,108883,418926,407352,217932,52824,62722,67092
"Quinoline, 4-chloro-8-(trifluoromethyl)-",542482,543045,561880,561212,542160,573323,503029,493226,605670,439477,542335,549402,579914,612145,476891,539335,553175,570958
5-O-(indol-3-ylacetyl)-myo-inositol D-galactoside,11831,82511,67062,121515,168448,75274,166142,280519,142014,137859,163069,118082,138777,113131,123598,62649,61772,64008
Dracunculifoside F;(-)-Dracunculifoside F.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134118,130766,158780
"(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid.1",186339,197696,343086,322432,428950,420306,318984,464300,461601,307486,359515,272663,208085,177218,205960,163058,173484,192951
"2-{3-hydroxy-2-[4-(3-hydroxypropyl)-2,5-dimethoxyphenoxy]propoxy}-6-(hydroxymethyl)oxane-3,4,5-triol",59750,35799,48287,39974,45738,36339,63822,62781,55645,46186,49439,53736,56312,45021,56284,54510,57887,64826
"5-hydroxy-2-(4-hydroxyphenyl)-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,4-dihydro-2H-1-benzopyran-4-one.5",53013,41193,61196,74737,176326,112763,1273176,369938,191163,729121,543598,484931,1112738,1248980,1159873,77369,84836,93706
Butyl (S)-3-hydroxybutyrate glucoside.6,885679,787399,743450,1104242,1199996,790563,892179,1300620,734057,1168134,1155513,930838,901588,1024992,733322,481704,535320,561902
Butyl (S)-3-hydroxybutyrate glucoside.7,443798,787399,364218,1104242,1199996,790563,892179,1300620,734057,1168134,1155513,930838,901588,1024992,733322,481704,535320,561902
UNPD155270,6857,2449,536,8588,4919,4701,0,0,20017,0,0,0,339460,276539,0,44661,44931,45160
"Octanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-.1",387829,385164,393370,349802,327864,344457,353943,369621,352954,419565,359184,411298,378290,367573,349885,293746,353071,318540
Degradation-Product.5,77994,50366,74335,67093,113853,88587,144874,179973,137127,109106,157561,134000,155364,102399,139804,113517,116843,128256
Demethylisoalangiside.2,12922,32456,28875,77386,23329,256509,104179,98681,168163,116894,29868,46298,119019,131801,37985,262755,308627,312624
Dimethyl fukiic acid.1,820822,826834,977828,1457514,1506768,1691221,2420976,2028062,2149695,1793599,1885916,1892648,5475020,4511682,1807839,973490,1021735,1093723
"Kaempferol 3-rhamnosyl-(1->6)-glucosyl-(1->6)-galactoside;3-[(O-6-deoxy-alpha-L-mannopyranosyl-(1->6)-O-beta-D-glucopyranosyl-(1->6)-beta-D-galactopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one",287162,180042,162674,338595,413808,416098,1249230,774088,720674,1539354,403744,905188,2451170,2378255,1537325,119843,134814,128298
Kaempferol 7-galactoside 3-rutinoside,287162,180042,162674,338595,413808,416098,1249230,774088,277369,1539354,1116645,905188,2451170,2378255,1537325,119843,134814,128298
"N-(1,5-dimethyl-1H-pyrazol-3-yl)-2-({10-acetamido-3,4,5-trimethoxy-13-oxotricyclo[9.5.0.0?,?]hexadeca-1(16),2(7),3,5,11,14-hexaen-14-yl}amino)acetamide",138961,172225,102232,127894,158795,104994,59084,145352,78185,62222,79936,81914,92789,345119,5991,87834,93413,89670
"2-amino-3-[3,4-bis(benzyloxy)phenyl]-3-hydroxypropanoic acid.1",18793,933,7953,519478,320696,355013,4164132,3066128,913140,3852397,2413942,2084122,3156602,4235596,3102018,934667,1098118,1151440
"4-(3-aminopropyl)-13',24'-dimethyl-3H-9'-oxa-14',20'-diazaspiro[2-benzofuran-1,31'-undecacyclo[21.16.3.1?,??.1??,??.1??,??.0?,??.0?,??.0?,??.0?,??.0??,??.0??,??]pentatetracontane]-1'(39'),2'(43'),6'(27'),10',21',37'-hexaen-41'-yne-3,8'-dione",179968,141116,233472,113748,118308,129918,51855,59339,218325,36784,40753,45295,12648,5662,16862,57786,61397,61366
Isolariciresinol 4'-O-beta-D-glucoside,664318,1168681,1082261,1261715,1486461,1206133,1536324,1567318,1148750,1856321,1545204,1250789,1238286,1764146,939380,396687,430318,468966
PubChem_350545,1367671,957851,1142135,1129057,1239591,1270345,1380146,1444366,1327615,1461190,1487083,1352502,1261114,1329525,1096222,1100302,1125200,1140364
"5,6-dichloro-1H-imidazo[4,5-b]pyrazine-2-carboxylic acid.1",466428,397223,501930,397413,516254,542404,481739,553912,576993,458210,456866,552781,441735,337719,425698,453561,558263,591453
UNPD147437.1,160329,157124,158900,170832,206772,134804,191268,222438,188317,172330,177364,125903,123400,125512,109413,129336,150973,148166
UNPD162134.1,370423,189351,124449,106623,104165,92692,125484,140332,79071,136456,50262,79404,71878,96058,74640,61640,70484,70704
"2,7-dimethyl-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}dec-4-enedioic acid.4",283538,139440,198550,127763,234973,149378,197466,270618,226030,139175,200506,172159,154520,146538,128450,163730,167252,161994
Lusitanicoside.4,594226,453935,710419,445161,668635,605721,467530,759839,711307,360251,541650,359256,322790,366760,321520,251619,306072,288228
Albanin E,497175,413804,475963,333836,524884,473324,399988,573432,497676,305074,364289,319976,333768,393975,244293,365817,386342,410738
Calycinoside.2,328097,386208,413723,450558,602881,376258,511747,744766,467290,496848,629280,594332,444379,604634,446035,269551,290580,316179
UNPD64779,26007768,34999888,21802106,32567812,30014360,19036992,35265956,36593188,23073572,31574062,28348246,24564306,17762962,27292196,20895900,8157350,9062683,9907073
UNPD201625.4,26007768,34999888,21802106,32567812,30014360,19036992,35265956,36593188,23073572,19109638,28348246,24564306,17762962,27292196,20895900,8157350,9062683,9907073
"4,11-Dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione.1",633519,542601,530320,512738,531622,575479,565316,604770,572025,556834,628654,615061,616365,574352,503961,491079,544049,562310
"4-[[(5S)-5-[[3,5-bis(trifluoromethyl)phenyl]methyl-(2-methyltetrazol-5-yl)amino]-7,9-dimethyl-2,3,4,5-tetrahydro-1-benzazepin-1-yl]methyl]cyclohexane-1-carboxylic acid",6871,15863,22681,74876,70427,74910,93661,109767,90108,137553,121626,103666,171165,181307,125397,58429,54555,63453
UNPD93819,281222,230586,170342,114424,104577,94551,90983,80615,89739,76502,35018,78640,97732,101250,96697,129031,143577,157666
UNPD93819.1,281222,230586,170342,114424,104577,94551,90983,80615,44456,76502,60852,78640,97732,101250,96697,129031,143577,157666
N-[2-[4-(aminosulphonyl)phenyl]ethyl]-5-chloro-2-methoxybenzamide,450215,0,132265,555459,346440,600370,1719355,1960316,1217643,3108202,2921554,2784172,2212626,3479833,1837209,1415742,1187571,1279691
"{3,4,5-trihydroxy-6-[(3,4,5,6-tetrahydroxyoxan-2-yl)methoxy]oxan-2-yl}methyl 3-(4-hydroxyphenyl)prop-2-enoate",41259,16096,40052,59600,46736,48933,134472,103521,72321,162559,125142,82612,2818641,2203914,295114,95960,95977,101770
Benzal chloride.25,318365,275079,275094,154593,126595,79851,39045,96381,35937,108970,149431,112927,205081,179118,189471,259672,266474,285114
trans-2-Hexenedioic acid.20,7875746,7909524,7699662,6492194,7969755,7736806,8509195,6862874,7641755,7246799,6994266,6346161,5593036,5368574,4625796,5203025,5679558,6007296
trans-2-Hexenedioic acid.21,7875746,7909524,7699662,6492194,7969755,7736806,8509195,6862874,7641755,7246799,6994266,6346161,5593036,5368574,4625796,5203025,5679558,6007296
Pentacarboxyl porphyrinogen III.1,39291,26659,23960,90647,94409,118410,208486,180923,166920,137836,162289,140131,106753,145107,134511,47007,41923,46366
Cyclohexyl-Hexyl-Beta-D-Maltoside.2,5434,20576,36782,38693,51439,44603,81751,78137,42012,77109,74098,75911,106054,103362,61311,36991,31011,30884
UNPD184539.3,330355,284496,310826,216919,324843,321274,562123,402798,385100,361790,365768,465070,414929,426965,387482,238005,255081,300238
UNPD133856.13,280229,244070,249137,239782,342005,233028,522386,488926,301869,449607,403540,399570,802564,863896,566082,556563,630063,631897
UNPD12194,280229,244070,249137,239782,342005,233028,522386,488926,301869,449607,403540,399570,802564,863896,566082,556563,630063,631897
Benzal chloride.26,239532,229632,218621,229379,230819,236111,230506,254703,261135,229308,201696,223967,226884,224555,231624,254967,248763,234119
"2,7-dimethyl-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}dec-4-enedioic acid.5",16132,11207,11023,9549,20530,10922,51215,54932,25688,89947,56205,64613,786892,729094,314508,63494,73210,83814
UNPD210532,42277,74597,67718,55982,111327,53213,123412,130434,56658,120189,102806,93434,137513,108263,64881,66919,59598,74761
Zizybeoside I.2,199573,932392,872580,1734893,2109024,1394460,4057496,5060748,1782334,4874928,3181463,3246930,9247062,8648392,3917328,436883,498411,521521
UNPD113791.3,222305,173285,125744,80233,90906,75874,77420,80507,62635,76557,63375,61246,73641,83275,79557,103677,107919,121499
UNPD115052,53109,14399,84699,48326,63206,42256,73708,100634,64552,69744,76362,57326,41534,24824,42268,53420,58068,46702
"3,4,5-trihydroxy-6-{[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]methyl}oxan-2-yl 3-phenylprop-2-enoate",8114,11639,7013,17407,17532,32506,96011,70224,28260,75519,58578,59412,232571,221521,77625,68472,71486,79018
1-O-E-Cinnamoyl-(6-arabinosylglucose).1,46547,16920,30885,5811,19931,24177,33512,34892,34353,26963,34362,20422,67281,166578,34387,57326,54716,63219
beta-D-Glucopyranosyl-11-hydroxyjasmonic acid.4,54273188,70058832,57313480,80233832,77560064,57053568,75382312,90112208,23236854,87948312,74244944,56029656,52117708,87438352,51311920,25267400,28568840,29492754
1-O-E-Cinnamoyl-(6-arabinosylglucose).2,17889,1242,18369,4618,46556,33006,32545,28514,50471,28369,29604,26370,171500,210429,29812,32639,32855,32713
"(1S,2S,4R,8S)-p-Menthane-1,2,8,9-tetrol 2-glucoside.4",6871038,4798810,6299252,3735855,5482282,4408282,6013184,5666548,6225070,3778956,4327212,3782570,3583756,3450160,3399790,3102414,3340901,3516661
"3-(14,16-dihydroxy-3-methyl-1,7-dioxo-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-15-yl)-N-(2-acetamidoethyl)-3-(4-methoxyphenyl)propanamide.1",57320,81167,84528,119001,156553,166754,273424,334352,179107,281264,245373,189061,1124284,1186782,376135,166821,174786,192730
Quinacridone,49780,30347,44088,33958,41314,41756,51506,48491,46136,30331,47315,45565,53547,73912,61020,63407,66656,73866
Undecanedioic acid,168400,161561,156511,173904,193275,158327,169849,200874,168726,190646,191153,192830,196635,193170,183392,173222,175631,165804
"2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)thio]-N-(4-methyl-2-thiazolyl)acetamide.6",423284,401211,609709,116022,173834,205045,107467,276324,195280,142485,151287,119696,251081,301128,146071,318144,307372,324395
Mukanadin B,489431,425474,424818,430129,410280,429543,448286,448569,444626,495401,422976,438453,494407,466389,397233,356465,467326,441359
"2-(2,4-dibromophenoxy)-N-[[3-(hydroxymethyl)anilino]-sulfanylidenemethyl]acetamide",391040,430985,402473,529633,507315,523028,537789,481590,528170,447969,395967,401767,379448,401442,390703,518592,551049,516816
Hydroxyhexanoycarnitine.1,2445864,1686714,1254542,1577480,1637593,1170546,1287945,2243349,1123320,1357770,1331460,993037,1236552,2425408,665382,1354644,1429144,1462446
(??)-threo-1-(p-Hydroxyphenyl)propylene glycol 4'-glucoside.3,0,0,11378,1001507,380441,744037,1399648,1153732,1739066,3452111,2696436,1883781,12397326,13360245,4908464,558020,612629,629445
"Benzoic acid, 2-bromo-6-chloro-",1411038,869304,1205994,783502,1243257,1329161,1389126,1496224,1506844,1332585,1499727,1413808,1870514,2019877,1540842,1334473,1486813,1615122
"(1S,2S,4R,8S)-p-Menthane-1,2,8,9-tetrol 2-glucoside.5",657902,839136,1106825,1343087,1676519,1170907,1989976,1817902,1331782,1960960,1871926,1584403,1756809,1686682,1504014,778701,847677,882840
"prop-2-yn-1-yl 3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanoate.11",143352,139897,133868,122682,116168,131325,125022,154770,121427,146631,138794,131306,148591,143192,122468,123511,136061,156718
MSJ00057 L-gamma-Glutamyl-S-4-(2-hydroxybutyl)-L-cysteinyl-glycine.2,4837,21331,20645,880057,596451,937919,2172902,2452296,1902966,2056702,1900804,1729806,1756253,2725095,1911683,545370,553278,583500
"8-methoxy-2,2'-dioxo-2H,2'H-[3,4'-bichromen]-7'-yl acetate",20179,58896,38178,109623,80263,55310,85362,72795,53664,90181,73496,71084,100618,200753,71044,148506,135808,135772
Isocitric acid.19,1100243,1322929,1504238,1545580,1520955,1316442,1298294,1277292,1430335,1098261,1161639,1071888,927997,948563,965369,975372,1061531,1049006
PubChem_141686156,305614,292595,258284,251435,257396,258793,230884,276428,268761,283980,288876,244820,250127,260703,249206,260519,284789,299667
PubChem_88345654,0,15095,16910,223731,229227,310041,524641,306299,345664,363276,351718,334505,366350,315740,373760,64713,68542,60636
4-Coumaroyl-2-hydroxyputrescine.5,9602749,8071848,5268219,1620450,1440279,5612788,2663552,4475014,4236182,2103257,1792018,765674,4039556,14760598,1567902,1996637,2216107,2370594
UNPD130810.4,198648,216610,297718,2977379,2499392,3763339,11662312,9953401,5839474,11860992,10979238,9760978,10151101,13643812,12925629,1362080,1438342,1431136
Agnuside.4,22683,15140,31316,67581,69266,33447,147991,123228,38122,97400,79818,97616,83354,86300,101163,95497,90274,104943
"1,4-Benzenediol, 2-[(4-chlorophenyl)sulfonyl]-",489524,487440,487176,487762,488846,505319,532870,533361,496714,589132,540883,532516,526262,511400,468103,467926,473621,541539
UNPD87809.10,69461,42668,71315,65445,79170,100860,223140,91942,149806,213215,117813,190172,235893,179860,235377,84236,81808,98119
PubChem_87993368.10,6519822,5647970,6188934,7294885,7786974,8265074,7665240,5839972,7717276,5071890,5856394,5127503,5119746,5574433,4932456,5586460,5357733,5032674
Diaminopimelic acid,2937664,2312990,3074932,1072170,2002723,2063520,966784,1147809,1783338,920928,1408848,1042495,1327709,1268325,758679,1568953,1630121,1871540
Dehydrotomatine,900235,1134786,1122043,181972,309911,187532,32808,19708,105319,0,13452,0,0,0,6346,217999,249579,245663
2-[(5-chloro-2-thiophenyl)sulfonylamino]-N-(2-methoxy-5-methylphenyl)benzamide.1,216162,202987,210906,173547,179861,195311,194227,226844,193392,199338,217809,206140,208206,183983,150776,160476,189325,176635
"17beta-(Acetylthio)estra-1,3,5(10)-trien-3-ol acetate",1229,0,2175,717,4786,6008,6966,865,2396,1839,6761,869,31899,38687,19553,155707,165352,166904
"2-Methyl-1-[2,4,6-trihydroxy-3-(3-methyl-2-butenyl)phenyl]-1-propanone",1684630,1134454,1588682,411628,513711,640022,610835,655627,646509,274301,341288,375625,169686,112776,115274,862995,886672,954020
"3,3'-Dihydroxy-4',5,7-trimethoxyflavan",387064,291140,378886,103393,120896,148591,141339,139988,140675,60063,74958,84007,41871,22286,21224,232899,228891,264951
UNPD115064.1,82733,57753,74576,60043,84943,82441,90289,109613,86292,82899,62132,71816,132167,131561,72762,94287,106503,103495
"ethyl 2-oxo-2-[(5-sulfamoyl-1,3,4-thiadiazol-2-yl)amino]acetate",742002,686638,676922,722056,687993,711335,741628,806770,756200,770764,698269,742571,767671,810187,642440,614347,726743,743411
"3-[5-(4-fluorobenzamido)-6-oxo-7,11-diazatricyclo[7.3.1.0?,?]trideca-2,4-diene-11-carbonyl]benzoic acid",6366453,4716349,10565588,10271788,10182862,9284441,5778632,7683063,7914920,2501980,2232876,3017077,20134912,17566236,21178238,10437628,11150693,11173590
Benzyl O-[arabinofuranosyl-(1->6)-glucoside].9,3996949,4985754,3680384,4984284,5269610,3034421,5197479,5608474,3909352,4775325,2764362,3432683,2275612,2283833,2815263,1991796,2077350,2243834
"LysoPE(0:0/18:4(6Z,9Z,12Z,15Z))",175899,138613,83221,205746,134330,87114,79828,161797,94966,98070,173304,78029,81296,271899,68041,211394,260029,268510
UNPD205912,0,0,0,0,0,0,0,2306,0,2715,2781,3519,32174,68960,9120,37795,41829,40897
"2,2,2-trichloro-1-{[(propan-2-yloxy)carbonyl]amino}ethyl N-phenylcarbamate.2",394442,388135,412356,372099,378064,364729,344202,391062,390052,382136,398299,432813,410499,374220,327703,356035,402276,412803
Methylsyringin.13,705339,774351,410364,486077,652873,408226,639590,936561,409663,575091,646053,530217,391509,793845,283399,289372,314483,329496
Methylsyringin.14,705339,774351,410364,486077,652873,408226,639590,936561,409663,575091,646053,530217,391509,793845,283399,289372,314483,329496
"1H-Benzimidazole, 2-(2,4-dichlorophenyl)-",342948,335844,309648,309401,308986,294248,283435,333596,299563,322115,333511,330111,313290,305984,273823,278461,335520,320089
[4-(2-chloropropanoyl)phenyl]methanesulfonic acid,224694,208844,208866,205685,204413,206706,207693,223924,216423,244403,229194,236010,240873,249620,201750,206842,238588,262216
"5,7-dihydroxy-8-[4-methyl-1-(4-methylpiperazin-1-yl)-1-oxopentan-3-yl]-2-phenyl-4H-chromen-4-one",23834,28821,34680,39647,42434,46700,53662,53590,54360,46615,48679,51782,62763,47423,39417,43864,45726,48961
"7-[2-(1,2-dimethyl-1H-indol-3-yl)-2-oxoethoxy]-5-hydroxy-2-phenyl-4H-chromen-4-one",139663,72052,72847,43447,64547,63681,107652,73379,64888,86280,73537,66087,91676,76601,77952,116089,120465,130821
"2-[(6-amino-3-{[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2-hydroxy-4-(methylamino)cyclohexyl)oxy]-6-(hydroxymethyl)oxane-3,4,5-triol.1",241480,270613,232822,342567,390340,253049,644041,845135,327165,767550,666740,524750,375597,624918,508639,250256,249730,258989
UNPD114080.3,442190,307610,539343,612331,956886,1285991,1929967,1843546,1300327,1396504,1519505,1605742,651590,852142,1184580,623995,661569,690690
"2,7-dimethyl-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}dec-4-enedioic acid.6",674017,711218,422655,466159,424428,366479,408047,314009,378127,191540,196264,213311,136159,128096,132647,377379,426916,449798
UNPD215471,355322,669004,945932,350196,338353,439909,288737,115388,293678,115209,126310,84520,366058,156285,148382,261142,244336,260527
