File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_53.msp	challenge_53	challenge53	0	16	287.05501404	[M+H]+	C15H10O6	286.04773804	5E-07	4.176	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C10H11ClN4O4	286.046882512	-0.0008551	3.359	COCONUT,MINE	C7H18N2O4S2Si	286.047725586	-1.2E-05	2.834		C7H11F5O6	286.047579172	-0.0001584	2.822		C12H12F2O4Si	286.047291834	-0.0004458	2.822		C7H20ClFO4S2	286.04755702	-0.0001806	2.818		C8H18N2O3S3	286.047955436	0.0002178	2.811		C13H12F2O3S	286.047521684	-0.0002159	2.811		C7H12ClFN4O5	286.048025384	0.0002878	2.793		C9H13F3O5Si	286.048434706	0.0006971	2.784		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_54.msp	challenge_54	challenge54	0	34	379.128847676	[M+H]+	C21H18N2O5	378.121571676	5E-07	3.675	KNApSAcK,ChEBI,UNPD,BLEXP,COCONUT,MINE	C16H21F3N2O3S	378.122498192	0.000927	3.003	ChEBI	C13H22N4O7S	378.120920044	-0.0006512	2.892	MINE	C13H26N4O3S2Si	378.121559222	-1.2E-05	2.87		C12H20FN6O5P	378.12168259	0.0001114	2.868		C12H26N4O4SSi2	378.121329372	-0.0002419	2.854		C6H22N10O5S2	378.121605804	3.46E-05	2.849		C10H22F3N6O2PS	378.121466234	-0.000105	2.836		C8H25F3N4O5S2	378.12184656	0.0002753	2.833		C10H20F2N8O2Si2	378.12158138	1.02E-05	2.833		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_56.msp	challenge_56	challenge56	0	87	425.195864616	[M+H]+	C25H28O6	424.188588616	5E-07	3.898	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C17H36N2O4S2Si	424.188576162	-1.2E-05	3.02		C15H32ClF3N4O2S	424.188659604	7.14E-05	3.003		C16H36N2O5SSi2	424.188346312	-0.0002419	2.994		C15H40N2O2SSi4	424.18875564	0.0001675	2.992		C14H30F2N6O3Si2	424.18859832	1.02E-05	2.988		C14H32F3N4O3PS	424.188483174	-0.000105	2.986		C18H36N2O3S3	424.188806012	0.0002178	2.983		C14H32ClF3N4O3Si	424.188429754	-0.0001584	2.976		C16H30FN4O6P	424.18869953	0.0001114	2.974		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_60.msp	challenge_60	challenge60	0	43	303.04992866	[M+H]+	C15H10O7	302.04265266	5E-07	3.928	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C10H11ClN4O5	302.041797132	-0.0008551	3.108	BLEXP,MINE	C13H10ClF3N2O	302.04337528	0.0007231	2.891	BLEXP	C6H24ClFO2S2Si2	302.042880968	0.0002288	2.77		C6H24FO2PS3Si	302.042934388	0.0002822	2.757		C15H15BrN2	302.04186058	-0.0007916	2.713	BLEXP,COCONUT,MINE	C7H20ClFO5S2	302.04247164	-0.0001806	2.673		C10H21Cl2O2PSi	302.042548432	-0.0001038	2.667		C7H18N2O5S2Si	302.042640206	-1.2E-05	2.661		C6H20F2N2OS4	302.0426537	1.5E-06	2.655		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_61.msp	challenge_61	challenge61	0	74	225.091005624	[M+H]+	C15H12O2	224.083729624	5E-07	3.41	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C7H16N2O4S	224.083077992	-0.0006512	2.729	MINE	C6H20N2OSSi2	224.08348732	-0.0002419	2.635		C6H14FN4O2P	224.083840538	0.0001114	2.594		C7H14ClFN4O	224.084016968	0.0002878	2.535		C7H20N2S2Si	224.08371717	-1.2E-05	2.437		C7H12N6OSi	224.084185534	0.0004564	2.391		C6H16N2O5Si	224.082848142	-0.000881	2.384		C5H10F2N6O2	224.08333	-0.0003992	2.347		C5H18F2N2OS2	224.082861636	-0.0008675	2.347		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_62.msp	challenge_62	challenge62	0	17	239.07027018	[M+H]+	C15H10O3	238.06299418	5E-07	3.851	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H14N2O5S	238.062342548	-0.0006512	3.374	HMDB,FooDB,BMDB,BLEXP,COCONUT,MINE	C10H11ClN4O	238.062138652	-0.0008551	3.076	BLEXP,COCONUT,MINE	C6H12FN4O3P	238.063105094	0.0001114	2.605		C7H11F5O3	238.062835312	-0.0001584	2.599		C8H18N2S3	238.063211576	0.0002178	2.588		C13H12F2S	238.062777824	-0.0002159	2.588		C6H18N2O2SSi2	238.062751876	-0.0002419	2.582		C7H12ClFN4O2	238.063281524	0.0002878	2.57		C5H8F2N6O3	238.062594556	-0.0003992	2.534		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_63.msp	challenge_63	challenge63	0	79	247.132870436	[M+H]+	C15H18O3	246.125594436	5E-07	3.794	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H20FN4O3P	246.12570535	0.0001114	2.94		C7H26N2OS2Si	246.125581982	-1.2E-05	2.823		C7H18N6O2Si	246.126050346	0.0004564	2.812		C5H16F2N6O3	246.125194812	-0.0003992	2.792		C7H22N2O5S	246.124942804	-0.0006512	2.736		C8H18N6OS	246.126280196	0.0006862	2.688		C8H26N2S3	246.125811832	0.0002178	2.587		C12H20F2OSi	246.12514823	-0.0004458	2.571		C10H19ClN4O	246.124738908	-0.0008551	2.568		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_69.msp	challenge_69	challenge69	0	11	442.146957328	[M+H]+	C19H19N7O6	441.139681328	5E-07	4.593	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Urine,Feces,ECMDB,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C19H27N3O5S2	441.139212964	-0.0004679	3.956	HMDB,ChEBI,DrugBank,Urine,Serum,BLEXP	C21H22F3NO6	441.139922084	0.0002412	3.912	ChEBI	C14H30ClF2NO8Si	441.13972757	4.67E-05	3.457		C14H30F2NO8PS	441.13978099	0.0001001	3.453		C13H30F2NO9PSi	441.13955114	-0.0001297	3.45		C15H24FN3O11	441.139486808	-0.0001941	3.439		C14H28FN3O8Si2	441.139896136	0.0002153	3.435		C12H30F3N3O5SSi2	441.13967978	-1.1E-06	3.417		C10H33N5O6P2SSi	441.139604566	-7.63E-05	3.414		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_70.msp	challenge_70	challenge70	0	58	801.499482984	[M+H]+	C42H72O14	800.492206984	5E-07	3.847	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,PubChem,UNPD,BLEXP,COCONUT,MINE	C34H80N2O12S2Si	800.49219453	-1.2E-05	3.016		C29H73FN12O6S3	800.492219276	1.27E-05	3.014		C33H82F2N2O8S4	800.492208024	1.5E-06	3.014		C35H81N4O6PSSi3	800.492223532	1.7E-05	3.014		C38H77ClN4O7S2	800.492220484	1.4E-05	3.014		C44H69FN4O6S	800.492185148	-2.14E-05	3.014		C24H70N18O6P2S	800.49216622	-4.03E-05	3.013		C30H85ClN6O5S4Si	800.49220803	1.5E-06	3.013		C26H67F3N16O5SSi	800.492241434	3.49E-05	3.012		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_72.msp	challenge_72	challenge72	0	39	179.033884672	[M+H]+	C9H6O4	178.026608672	5E-07	3.759	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C6H8F2O2Si	178.026162466	-0.0004458	2.603		C4H7ClN4O2	178.025753144	-0.0008551	2.528		C7H8F2OS	178.026392316	-0.0002159	2.464		C8H10OSi2	178.027018	0.0004098	2.418		C4H9F3O2S	178.027535188	0.000927	2.298		C9H10SSi	178.02724785	0.0006396	2.077																	
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_73.msp	challenge_73	challenge73	0	116	483.128572904	[M+H]+	C25H22O10	482.121296904	5E-07	3.899	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C21H27ClN4O3S2	482.121310404	1.4E-05	3.527	COCONUT	C23H22ClF3N2O4	482.122019524	0.0007231	3.308	COCONUT	C11H29F3N2O11SSi	482.121341938	4.55E-05	3.029		C15H26ClF3N4O6S	482.121367892	7.14E-05	3.027		C17H30N2O8S2Si	482.12128445	-1.2E-05	3.027		C12H32F4N2O5P2SSi	482.121255794	-4.07E-05	3.026		C10H31F5N2O7S3	482.121355432	5.9E-05	3.024		C14H24F2N6O7Si2	482.121306608	1.02E-05	3.024		C16H24FN4O10P	482.121407818	0.0001114	3.024		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_74.msp	challenge_74	challenge74	0	20	153.127391132	[M+H]+	C10H16O	152.120115132	5E-07	3.439	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Saliva,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_75.msp	challenge_75	challenge75	0	25	265.191054008	[M+H]+	C15H24N2O2	264.183778008	5E-07	4.01	KNApSAcK,ChEBI,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H24N8OSi	264.184233918	0.0004564	3.025		C12H26F2N2Si	264.183331802	-0.0004458	2.69		C8H24N8S	264.184463768	0.0006862	2.575		C10H25ClN6	264.18292248	-0.0008551	2.368																											
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_76.msp	challenge_76	challenge76	0	32	161.0209143	[M+H]+	C7H3F3O	160.013599376	-3.85E-05	2.394		C4H8N2OSSi	160.012660406	-0.0009774	2.291		C5N6O	160.01335862	-0.0002792	2.264		C5H8N2S2	160.012890256	-0.0007476	2.083		C9H5FSi	160.01445491	0.0008171	1.959																											
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_77.msp	challenge_77	challenge77	0	134	515.300329684	[M+H]+	C30H42O7	514.293053684	5E-07	3.94	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C22H50N2O5S2Si	514.29304123	-1.2E-05	3.086		C19H46F3N4O4PS	514.292948242	-0.000105	3.081		C31H46O2S2	514.293922712	0.0008695	3.081	COCONUT	C20H46ClF3N4O3S	514.293124672	7.14E-05	3.08		C19H44F2N6O4Si2	514.293063388	1.02E-05	3.078		C21H44FN4O7P	514.293164598	0.0001114	3.074		C15H46N8O7S2	514.293087812	3.46E-05	3.071		C18H43ClN10O3S	514.292883916	-0.0001693	3.069		C20H54N2O3SSi4	514.293220708	0.0001675	3.059		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_78.msp	challenge_78	challenge78	0	128	631.274902784	[M+H]+	C33H42O12	630.267626784	5E-07	3.585	KNApSAcK,ChEBI,UNPD,COCONUT	C28H39N8O7P	630.267932218	0.0003059	3.281	MINE	C17H58N4O8S4Si2	630.267601876	-2.45E-05	3.136		C18H46N8O12S2	630.267660912	3.46E-05	3.135		C19H55ClFN4O7P3S	630.26768689	6.06E-05	3.134		C14H42F4N12O7S2	630.267696564	7.02E-05	3.133		C19H47N10O6PSSi2	630.267689914	6.36E-05	3.133		C21H46F4N6O5S2Si	630.267649982	2.37E-05	3.133		C23H46ClF3N4O8S	630.267697772	7.14E-05	3.133		C25H50N2O10S2Si	630.26761433	-1.2E-05	3.133		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_79.msp	challenge_79	challenge79	0	58	944.369925364	[M+H]+	C50H57NO17	943.362649364	5E-07	3.637	KNApSAcK,COCONUT	C23H69F2N11O16P2SSi2	943.362628888	-2E-05	3.142		C23H68Cl2N15O14PS2	943.362625846	-2.31E-05	3.142		C34H67N5O19P2S	943.362619184	-2.97E-05	3.142		C26H72F2N9O13P5S	943.362643954	-5E-06	3.142		C27H66ClF2N13O11P2SSi	943.362654842	5.9E-06	3.142		C30H63F4N9O14P2S	943.362654836	5.9E-06	3.142		C28H68Cl3F3N11O10PS	943.362662706	1.38E-05	3.142		C15H55Cl2F3N29O7PS	943.36267275	2.38E-05	3.141		C16H52F6N27O7PS2	943.362624954	-2.4E-05	3.141		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_8.msp	challenge_8	challenge8	0	29	295.180489324	[M+H]+	C19H22N2O	294.173213324	5E-07	3.989	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C9H20F2N8O	294.1728137	-0.0003992	2.901		C10H30N4SSi2	294.17297102	-0.0002419	2.894		C9H30N4OSi3	294.17274117	-0.0004717	2.873		C11H24ClFN6	294.173500668	0.0002878	2.858		C11H26N4O3S	294.172561692	-0.0006512	2.824		C11H22N8Si	294.173669234	0.0004564	2.8		C13H25F3N2Si	294.17390999	0.0006971	2.695		C10H26N4O4Si	294.172331842	-0.000881	2.693		C9H28F2N4S2	294.172345336	-0.0008675	2.609		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_80.msp	challenge_80	challenge80	0	45	465.11800822	[M+H]+	C25H20O9	464.11073222	5E-07	3.77	KNApSAcK,UNPD,BLEXP,NPA,COCONUT,MINE	C17H28N2O7S2Si	464.110719766	-1.2E-05	3.045		C16H22FN4O9P	464.110843134	0.0001114	3.035		C15H24ClF3N4O5S	464.110803208	7.14E-05	3.034		C14H22F2N6O6Si2	464.110741924	1.02E-05	3.034		C10H24N8O9S2	464.110766348	3.46E-05	3.033		C11H27F3N2O10SSi	464.110777254	4.55E-05	3.033		C14H24F3N4O6PS	464.110626778	-0.000105	3.032		C13H27Cl2N6O6P	464.110674574	-5.72E-05	3.032		C14H34BrN2O6PSi	464.110712068	-1.97E-05	3.03		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_81.msp	challenge_81	challenge81	0	73	963.552306404	[M+H]+	C48H82O19	962.545030404	5E-07	3.851	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,COCONUT,MINE	C41H91N4O11PSSi3	962.545046952	1.7E-05	3.019		C37H97F2N4O6PSSi6	962.545010074	-1.99E-05	3.019		C50H79FN4O11S	962.545008568	-2.14E-05	3.019		C46H75F5N8O6S	962.54504422	1.43E-05	3.019		C42H93Cl2FN2O10SSi2	962.545054816	2.49E-05	3.019		C44H87ClN4O12S2	962.545043904	1.4E-05	3.019		C31H74N22O9S2	962.545053948	2.4E-05	3.019		C31H89F3N12O6S3Si3	962.545005818	-2.41E-05	3.019		C38H78N16O7S2Si	962.545007366	-2.26E-05	3.019		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_82.msp	challenge_82	challenge82	0	151	249.1485205	[M+H]+	C15H20O3	248.1412445	5E-07	3.85	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H28N2OS2Si	248.141232046	-1.2E-05	2.804		C7H20N6O2Si	248.14170041	0.0004564	2.742		C12H22F2OSi	248.140798294	-0.0004458	2.605		C8H20N6OS	248.14193026	0.0006862	2.581		C8H28N2S3	248.141461896	0.0002178	2.527		C10H21ClN4O	248.140388972	-0.0008551	2.47		C13H22F2S	248.141028144	-0.0002159	2.4		C10H23F3OS	248.142171016	0.000927	2.385		C14H24Si2	248.141653828	0.0004098	2.294		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_83.msp	challenge_83	challenge83	0	26	493.134052208	[M+H]+	C23H24O12	492.126776208	5E-07	4.05	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C27H25ClN2O3S	492.12744134	0.0006656	3.551	COCONUT	C21H26F2O9S	492.126559852	-0.0002159	3.294	MINE	C12H26F2N6O9Si2	492.126785912	1.02E-05	3.258		C15H32N2O10S2Si	492.126763754	-1.2E-05	3.258		C11H31Cl2N6O9P	492.126718562	-5.72E-05	3.256		C12H36N2O9Si5	492.126713382	-6.24E-05	3.256		C13H28ClF3N4O8S	492.126847196	7.14E-05	3.255		C12H28F3N4O9PS	492.126670766	-0.000105	3.253		C14H26FN4O12P	492.126887122	0.0001114	3.252		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_85.msp	challenge_85	challenge85	0	36	395.133658284	[M+H]+	C19H22O9	394.126382284	5E-07	4.019	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C11H30N2O7S2Si	394.12636983	-1.2E-05	3.141		C10H24FN4O9P	394.126493198	0.0001114	3.13		C8H26F3N4O6PS	394.126276842	-0.000105	3.125		C8H24F2N6O6Si2	394.126391988	1.02E-05	3.124		C12H30N2O6S3	394.12659968	0.0002178	3.118		C10H30N2O8SSi2	394.12613998	-0.0002419	3.112		C15H18F4N4O4	394.126417936	3.61E-05	3.112		C9H34N2O5SSi4	394.126549308	0.0001675	3.11		C9H24F2N6O5SSi	394.126621838	0.00024	3.096		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_86.msp	challenge_86	challenge86	0	46	245.117220372	[M+H]+	C15H16O3	244.109944372	5E-07	4.016	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H18FN4O3P	244.110055286	0.0001114	3.137		C5H14F2N6O3	244.109544748	-0.0003992	3.051		C7H18ClFN4O2	244.110231716	0.0002878	3.031		C7H24N2OS2Si	244.109931918	-1.2E-05	3.03		C6H24N2O2SSi2	244.109702068	-0.0002419	3.02		C7H16N6O2Si	244.110400282	0.0004564	3.001		C7H20N2O5S	244.10929274	-0.0006512	2.922		C8H16N6OS	244.110630132	0.0006862	2.862		C12H18F2OSi	244.109498166	-0.0004458	2.775		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_87.msp	challenge_87	challenge87	0	46	884.500211256	[M+H]+	C45H73NO16	883.492935256	5E-07	3.814	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,COCONUT,MINE	C58H65N3O5	883.49242218	-0.0005126	3.366	COCONUT	C23H84F3N15O2S7	883.492948588	1.38E-05	2.968		C25H74F5N17O2SSi4	883.492932828	-2E-06	2.968		C25H77FN17O6P3SSi	883.492958824	2.4E-05	2.968		C29H92F2N7O2PS5Si3	883.492952844	1.8E-05	2.968		C22H74FN19O9SSi3	883.492943758	9E-06	2.968		C24H82FN15O6S5Si	883.492935094	3E-07	2.968		C30H90N7O6PS3Si4	883.49293935	4.5E-06	2.968		C30H80ClF2N11O6S2Si2	883.49295846	2.37E-05	2.968		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_88.msp	challenge_88	challenge88	0	21	331.081228788	[M+H]+	C17H14O7	330.073952788	5E-07	3.904	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H16F2N6O4Si2	330.073962492	1.02E-05	3.036		C9H22N2O5S2Si	330.073940334	-1.2E-05	3.036		C13H10F4N4O2	330.07398844	3.61E-05	3.035		C7H18ClF3N4O3S	330.074023776	7.14E-05	3.033		C6H18F3N4O4PS	330.073847346	-0.000105	3.031		C8H16FN4O7P	330.074063702	0.0001114	3.03		C5H15ClN10O3S	330.07378302	-0.0001693	3.022		C11H7FN10O2	330.073747684	-0.0002047	3.015		C7H24F2N2O2S3Si	330.073723978	-0.0002284	3.01		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_89.msp	challenge_89	challenge89	0	58	369.13326436	[M+H]+	C21H20O6	368.12598836	5E-07	3.757	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,LipidMAPS,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C16H21ClN4O4	368.125132832	-0.0008551	3.183	BLEXP	C13H24N2O8S	368.125336728	-0.0006512	2.974	MINE	C6H24N8O6S2	368.126022488	3.46E-05	2.968		C11H24ClF3N4O2S	368.126059348	7.14E-05	2.966		C10H22F2N6O3Si2	368.125998064	1.02E-05	2.965		C13H28N2O4S2Si	368.125975906	-1.2E-05	2.965		C10H24F3N4O3PS	368.125882918	-0.000105	2.964		C9H27Cl2N6O3P	368.125930714	-5.72E-05	2.963		C10H32N2O3Si5	368.125925534	-6.24E-05	2.959		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_9.msp	challenge_9	challenge9	0	36	291.086314168	[M+H]+	C15H14O6	290.079038168	5E-07	4.078	HMDB,KNApSAcK,ChEBI,YMDB,FooDB,NANPDB,STOFF,LipidMAPS,Urine,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H16FN4O6P	290.079149082	0.0001114	3.007		C7H22N2O4S2Si	290.079025714	-1.2E-05	3.001		C7H16ClFN4O5	290.079325512	0.0002878	2.988		C4H16F2N6O3Si2	290.079047872	1.02E-05	2.983		C8H22N2O3S3	290.079255564	0.0002178	2.978		C6H22N2O5SSi2	290.078795864	-0.0002419	2.965		C5H16F2N6O2SSi	290.079277722	0.00024	2.958		C11H10F4N4O	290.07907382	3.61E-05	2.943		C13H16F2O3S	290.078821812	-0.0002159	2.906		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_90.msp	challenge_90	challenge90	0	65	229.085920244	[M+H]+	C14H12O3	228.078644244	5E-07	3.789	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C5H20N2O2SSi2	228.07840194	-0.0002419	2.833		C6H20N2OS2Si	228.07863179	-1.2E-05	2.786		C5H14FN4O3P	228.078755158	0.0001114	2.746		C6H14ClFN4O2	228.078931588	0.0002878	2.711		C6H16N2O5S	228.077992612	-0.0006512	2.577		C4H10F2N6O3	228.07824462	-0.0003992	2.544		C6H12N6O2Si	228.079100154	0.0004564	2.541		C7H18ClN2O2P	228.079442126	0.0007983	2.522		C11H14F2OSi	228.078198038	-0.0004458	2.465		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_92.msp	challenge_92	challenge92	0	27	355.102358156	[M+H]+	C16H18O9	354.095082156	5E-07	3.621	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H28F2N2O3S4	354.095083196	1.5E-06	2.77		C10H29Cl2FN2SSi2	354.095106568	2.49E-05	2.723		C9H27ClN4OSi4	354.095045284	-3.64E-05	2.69		C8H27N4O2PSi4	354.094868854	-0.0002128	2.681		C8H26N2O7S2Si	354.095069702	-1.2E-05	2.676		C5H20F2N6O6Si2	354.09509186	1.02E-05	2.664		C12H24F2O4Si3	354.095045278	-3.64E-05	2.657		C11H23ClN4O3SSi	354.094865806	-0.0002159	2.653		C12H23ClN4O2S2	354.095095656	1.4E-05	2.653		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_95.msp	challenge_95	challenge95	0	94	854.338231312	[M+H]+	C47H51NO14	853.330955312	5E-07	4.23	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,STOFF,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C21H67N11O11S2Si5	853.330926614	-2.82E-05	3.161		C20H63F2N11O13P2SSi2	853.330934836	-2E-05	3.161		C20H62Cl2N15O11PS2	853.330931794	-2.31E-05	3.161		C31H61N5O16P2S	853.330925132	-2.97E-05	3.161		C26H64FN5O17SSi3	853.330974398	1.95E-05	3.161		C27H57F4N9O11P2S	853.330960784	5.9E-06	3.161		C24H63N11O12S4Si	853.330976986	2.21E-05	3.161		C15H53FN19O17PS	853.330917086	-3.78E-05	3.16		C21H57F2N15O11S2Si2	853.330999144	4.43E-05	3.16		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_96.msp	challenge_96	challenge96	0	23	345.096878852	[M+H]+	C18H16O7	344.089602852	5E-07	3.794	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C10H24N2O5S2Si	344.089590398	-1.2E-05	2.975		C9H18FN4O7P	344.089713766	0.0001114	2.95		C11H24N2O4S3	344.089820248	0.0002178	2.943		C10H18ClFN4O6	344.089890196	0.0002878	2.934		C9H24N2O6SSi2	344.089360548	-0.0002419	2.927		C14H12F4N4O2	344.089638504	3.61E-05	2.897		C7H18F2N6O4Si2	344.089612556	1.02E-05	2.879		C8H20ClF3N4O3S	344.08967384	7.14E-05	2.876		C10H16N6O6Si	344.090058762	0.0004564	2.876		
D:\DeepMASS2_Data_Processing\Example\Anticancer\msfinder\challenge_97.msp	challenge_97	challenge97	0	77	579.17083164	[M+H]+	C27H30O14	578.16355564	5E-07	3.93	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C25H34N6O2S4	578.162608328	-0.0009469	3.151	UNPD,COCONUT	C17H34ClF3N4O10S	578.163626628	7.14E-05	3.076		C13H43ClFN4O9P3S	578.163615746	6.06E-05	3.072		C15H34F4N6O7S2Si	578.163578838	2.37E-05	3.072		C15H37Cl2N6O11P	578.163497994	-5.72E-05	3.072		C16H34F3N4O11PS	578.163450198	-0.000105	3.072		C23H35ClN4O7S2	578.16356914	1.4E-05	3.072		C13H37ClFN8O8PSSi	578.163450204	-0.000105	3.07		C18H40F2N2O8S4	578.16355668	1.5E-06	3.07		
