File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_429.msp	challenge_429	challenge429	0	6	221.096091004	[M+H]+	C16H12O	220.088815004	5E-07	4.557	HMDB,ChEBI,T3DB,FooDB,Urine,BLEXP,COCONUT,MINE	C8H16N2O3S	220.088163372	-0.0006512	4.319	HMDB,ChEBI,PlantCyc,BLEXP,COCONUT,MINE	C6H10F2N6O	220.08841538	-0.0003992	3.59		C6H20N2OSi3	220.08834285	-0.0004717	3.562		C7H16N2O4Si	220.087933522	-0.000881	3.345		C8H13F5O	220.088656136	-0.0001584	3.322		C5H17FN2O4S	220.089306244	0.0004917	3.22		C3H11F3N6O2	220.089558252	0.0007437	3.092		C7H20N2SSi2	220.0885727	-0.0002419	2.304		C8H14ClFN4	220.089102348	0.0002878	2.292		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_43.msp	challenge_43	challenge43	0	10	805.434476792	[M+Na]+	C41H66O14	782.445256792	7E-07	2.914	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,UNPD,BLEXP,COCONUT,MINE	C32H77BrFN6O3PSSi	782.445214804	-4.13E-05	2.537		C36H74BrF3N2O5S	782.445391228	0.0001351	2.529		C34H83BrN4S4Si	782.445321286	6.52E-05	2.517		C32H75BrN8O3Si3	782.44532995	7.39E-05	2.516		C34H85BrClFN2S4	782.44515272	-0.0001034	2.514		C27H79BrN10O2S4	782.445367868	0.0001118	2.513		C33H77BrClFN6O2SSi	782.445391234	0.0001351	2.51		C30H77BrF2N8SSi3	782.445113594	-0.0001425	2.509		C33H83BrN4OS3Si2	782.445091436	-0.0001647	2.506		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_430.msp	challenge_430	challenge430	0	140	552.191130648	[M+H]+	C27H29N5O6S	551.183854648	5E-07	3.838	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C10H32F6N9O6PS	551.183806694	-4.75E-05	3.124		C13H46FN3O7S2Si4	551.183827152	-2.7E-05	3.124		C14H36F2N5O11PS	551.183771042	-8.32E-05	3.124		C18H43N3O6P2S2Si	551.183777886	-7.63E-05	3.124		C16H42FN3O8S4	551.183877524	2.33E-05	3.124		C12H33N13O6S3	551.183888776	3.46E-05	3.123		C13H36F3N7O7S2Si	551.183899682	4.55E-05	3.123		C11H39ClN9O8PSSi	551.183771048	-8.31E-05	3.122		C18H31FN9O6PS	551.183965562	0.0001114	3.121		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_431.msp	challenge_431	challenge431	0	79	382.083158348	[M+H]+	C17H14F3N3O2S	381.075882348	5E-07	3.904	HMDB,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Serum,PubChem,BLEXP,COCONUT	C16H17Cl2N5O2	381.075930144	4.82E-05	3.614	ChEBI,DrugBank,BLEXP	C20H16NO5P	381.076609242	0.0007273	3.269	COCONUT	C21H16ClNO4	381.076785672	0.0009038	3.217	COCONUT	C10H22F2N3O4PS2	381.075741254	-0.0001406	3.166		C10H20FN5O4SSi2	381.0758564	-2.55E-05	3.165		C10H26ClFNO5PSi2	381.075968522	8.66E-05	3.161		C10H22ClF2N3O4SSi	381.075687834	-0.0001941	3.146		C12H22Cl2FNO7	381.075735624	-0.0001463	3.142		C11H22ClF2N3O3S2	381.075917684	3.58E-05	3.14		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_432.msp	challenge_432	challenge432	0	157	313.216206136	[M+H]+	C21H28O2	312.208930136	5E-07	4.183	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,STOFF,BMDB,LipidMAPS,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C12H30FN4O2P	312.20904105	0.0001114	3.154		C11H26F2N6O2	312.208530512	-0.0003992	3.079		C12H36N2OSSi2	312.208687832	-0.0002419	3.079		C13H28N6OSi	312.209386046	0.0004564	3.018		C13H30ClFN4O	312.20921748	0.0002878	3.013		C13H32N2O4S	312.208278504	-0.0006512	2.987		C6H24N12O3	312.209432628	0.0005029	2.98		C15H31F3OSi	312.209626802	0.0006971	2.823		C13H36N2S2Si	312.208917682	-1.2E-05	2.582		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_433.msp	challenge_433	challenge433	0	118	345.242420884	[M+H]+	C22H32O3	344.235144884	5E-07	4.242	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C13H34FN4O3P	344.235255798	0.0001114	3.178		C12H30F2N6O3	344.23474526	-0.0003992	3.103		C14H40N2OS2Si	344.23513243	-1.2E-05	3.093		C14H32N6O2Si	344.235600794	0.0004564	3.061		C7H28N12O4	344.235647376	0.0005029	3.01		C14H36N2O5S	344.234493252	-0.0006512	2.993		C19H34F2OSi	344.234698678	-0.0004458	2.935		C15H32N6OS	344.235830644	0.0006862	2.863		C17H33ClN4O	344.234289356	-0.0008551	2.767		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_434.msp	challenge_434	challenge434	0	56	494.151095676	[M+H]+	C23H28ClN3O5S	493.143819676	5E-07	3.925	HMDB,ChEBI,DrugBank,SMPDB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C20H23N5O10	493.144491936	0.0006727	3.501	BLEXP	C12H27N7O12S	493.143840304	2.11E-05	3.203		C19H31NO10SSi	493.143793722	-2.55E-05	3.203		C12H41ClFNO7S4	493.143842552	2.33E-05	3.187		C14H24FN11O4S2	493.143818468	-8E-07	3.187		C15H27F4N5O5SSi	493.143829374	1.02E-05	3.187		C18H33F2NO6S3	493.143807216	-1.2E-05	3.187		C11H39N3O8S3Si2	493.143781268	-3.8E-05	3.186		C13H30FN7O6P2S	493.14375416	-6.51E-05	3.185		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_435.msp	challenge_435	challenge435	0	45	306.10357513	[M+H]+	C11H20N3O3PS	305.09629913	5E-07	4.041	ChEBI,T3DB,STOFF,BLEXP,MINE	C18H12FN3O	305.096440224	0.0001415	3.505	DrugBank	C11H20ClN3O3Si	305.09624571	-5.3E-05	3.221		C8H23NO7SSi	305.096449606	0.0001509	3.211		C10H20N3O4PSi	305.09606928	-0.0002294	3.207		C12H20ClN3O2S	305.09647556	0.0001769	3.195		C11H22Cl2FNO3	305.096077144	-0.0002215	3.187		C9H23NO6S2	305.096679456	0.0003808	3.152		C10H22ClFNO4P	305.095900714	-0.000398	3.146		C7H25F2NO3S3	305.0964631	0.0001644	3.117		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_436.msp	challenge_436	challenge436	0	29	302.138684088	[M+H]+	C17H19NO4	301.131408088	5E-07	4.48	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,FooDB,NANPDB,STOFF,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C12H20ClN5O2	301.13055256	-0.0008551	3.593	COCONUT	C6H21F2N7OSi2	301.131417792	1.02E-05	3.375		C9H27N3O2S2Si	301.131395634	-1.2E-05	3.375		C8H21FN5O4P	301.131519002	0.0001114	3.369		C10H27N3OS3	301.131625484	0.0002178	3.352		C15H21F2NOS	301.131191732	-0.0002159	3.352		C8H27N3O3SSi2	301.131165784	-0.0002419	3.346		C9H21ClFN5O3	301.131695432	0.0002878	3.334		C8H29FNO3PS2	301.131050638	-0.000357	3.313		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_437.msp	challenge_437	challenge437	0	145	385.237335504	[M+H]+	C24H32O4	384.230059504	5E-07	4.035	HMDB,KNApSAcK,ChEBI,DrugBank,STOFF,LipidMAPS,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C9H36N8O4S2	384.230093632	3.46E-05	3.15		C15H34FN4O4P	384.230170418	0.0001114	3.147		C16H40N2O2S2Si	384.23004705	-1.2E-05	3.142		C15H40N2O3SSi2	384.2298172	-0.0002419	3.124		C16H34ClFN4O3	384.230346848	0.0002878	3.104		C13H34F2N6OSi2	384.230069208	1.02E-05	3.097		C14H30F2N6O4	384.22965988	-0.0003992	3.074		C17H40N2OS3	384.2302769	0.0002178	3.062		C16H32N6O3Si	384.230515414	0.0004564	3.046		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_438.msp	challenge_438	challenge438	0	17	368.110418652	[M+H]+	C18H16F3NO4	367.103142652	5E-07	3.952	ChEBI,STOFF,UNPD,BLEXP,COCONUT	C16H13N7O4	367.102901896	-0.0002403	3.853	UNPD,COCONUT	C16H21N3O3S2	367.102433532	-0.0007087	3.635	ChEBI	C13H22NO9P	367.103217914	7.57E-05	3.53	MINE	C11H22FN3O6Si2	367.103116704	-2.55E-05	3.333		C8H15ClFN11O3	367.10318924	4.7E-05	3.332		C9H28F2NO4PSi3	367.103181036	3.88E-05	3.332		C12H24ClF2NO5S	367.103177988	3.58E-05	3.332		C9H18F4N5O4P	367.103253566	0.0001114	3.327		C7H15FN11O4P	367.10301281	-0.0001294	3.325		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_439.msp	challenge_439	challenge439	0	142	559.26027644	[M+H]+	C33H35FN2O5	558.25300044	5E-07	4.166	HMDB,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Feces,Serum,UNPD,BLEXP,COCONUT,MINE	C17H45FN6O7P2S	558.25297026	-2.97E-05	3.148		C16H42N6O13S	558.253056404	5.64E-05	3.146		C19H42F4N4O6SSi	558.253045474	4.55E-05	3.144		C17H45ClFN6O7PSi	558.25291684	-8.31E-05	3.142		C20H42F3N2O10P	558.252916834	-8.32E-05	3.142		C17H43N8O7PSi2	558.253085406	8.54E-05	3.141		C13H36N16O5P2	558.252981512	-1.85E-05	3.14		C27H43ClN2O6S	558.253035776	3.58E-05	3.14		C18H39FN10O5S2	558.253034568	3.46E-05	3.139		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_44.msp	challenge_44	challenge44	0	49	865.27718262	[M-H]-	C20H56F4N8O18P2S	866.284464092	5E-06	3.133		C26H55N10O15PSSi2	866.28452175	6.27E-05	3.131		C15H49ClF5N18O12PS	866.284435418	-2.37E-05	3.13		C18H70N10O9P4SSi5	866.28447399	1.49E-05	3.13		C22H61F2N10O10PSSi5	866.284484872	2.58E-05	3.13		C21H56Cl2F2N14O10P2S	866.284490052	3.1E-05	3.13		C24H60N4O23P2S	866.28442844	-3.06E-05	3.13		C24H57BrFN12O12PS	866.284463214	4.1E-06	3.13		C20H54FN16O11P3SSi	866.284482188	2.31E-05	3.13		C23H56F8N6O11P2SSi	866.284453162	-5.9E-06	3.13		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_440.msp	challenge_440	challenge440	0	141	387.252985568	[M+H]+	C24H34O4	386.245709568	5E-07	4.128	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C17H34N6O2S	386.246395328	0.0006862	3.459	ChEBI	C15H36FN4O4P	386.245820482	0.0001114	3.142		C16H42N2O2S2Si	386.245697114	-1.2E-05	3.139		C15H42N2O3SSi2	386.245467264	-0.0002419	3.119		C16H36ClFN4O3	386.245996912	0.0002878	3.104		C13H36F2N6OSi2	386.245719272	1.02E-05	3.098		C14H32F2N6O4	386.245309944	-0.0003992	3.071		C16H34N6O3Si	386.246165478	0.0004564	3.046		C17H42N2OS3	386.245926964	0.0002178	3.045		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_441.msp	challenge_441	challenge441	0	58	491.232267188	[M+H]+	C24H34N4O5S	490.224991188	5E-07	4.051	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,BLEXP,COCONUT,MINE	C32H30N2O3	490.22564282	0.0006521	3.587	KNApSAcK,ChEBI,PubChem,UNPD,BLEXP,NPA,COCONUT	C15H36ClFN8O5Si	490.225048682	5.79E-05	3.135		C15H48N2O5P2S2Si	490.224914426	-7.63E-05	3.134		C16H48ClN2O4PS2Si	490.225090856	0.0001001	3.132		C15H36FN8O5PS	490.225102102	0.0001114	3.131		C14H42FN4O7P3	490.225037794	4.71E-05	3.126		C16H35F5N4O5S	490.22483232	-0.0001584	3.125		C18H33F3N4O8	490.225048676	5.79E-05	3.125		C16H42N6O3S3Si	490.224978734	-1.2E-05	3.122		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_442.msp	challenge_442	challenge442	0	12	428.89118767	[M+H]+	C9H15Cl6O4P	427.88391167	5E-07	3.571	STOFF,BLEXP,COCONUT	C3H12BrCl3N6O5S	427.883883624	-2.76E-05	3		C5H9ClF4N2O4S4Si	427.883907858	-3.4E-06	3		C4H11FIO10PS	427.883930402	1.92E-05	3		C4H4Cl2F5IN6	427.883938588	2.74E-05	3		C6H7ClF2N2O8S2Si2	427.883894364	-1.69E-05	3		C6H8F2IN4O2PS2	427.883908566	-2.7E-06	3		C11H2Cl2N4O7Si2	427.883906824	-4.4E-06	3		C9HF6O7P3	427.883931582	2.04E-05	3		C9H2FN6O4PS2Si2	427.883912454	1.2E-06	3		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_443.msp	challenge_443	challenge443	0	15	358.976804598	[M+H]+	C12H14Cl3O4P	357.969528598	5E-07	3.546	ChEBI,STOFF,BLEXP	C11H16ClO3PS3	357.968771682	-0.0007565	3.474	BLEXP,MINE	C13H11IO4	357.970206832	0.0006787	3.15	COCONUT	C5H15IN2O6S	357.9695552	2.71E-05	3.118		C11H9F3N2OSSi3	357.969548158	2E-05	3.118		C11H11BrClF3N2O	357.969537412	9.3E-06	3.118		C6H11BrN6O5S	357.969500552	-2.76E-05	3.118		C7H11FN4O4S3Si	357.969572582	4.44E-05	3.117		C4H13ClF4N2O4P2S	357.969591716	6.36E-05	3.116		C10H12Cl2N4OSi3	357.969595954	6.78E-05	3.116		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_444.msp	challenge_444	challenge444	0	66	374.09340437	[M+H]+	C14H20N3O5PS	373.08612837	5E-07	3.752	ChEBI,STOFF,BLEXP	C9H25F2NO6S2Si	373.08606249	-6.54E-05	3.17		C11H23NO9SSi	373.086278846	0.0001509	3.165		C10H25F2NO5S3	373.08629234	0.0001644	3.163		C14H20ClN3O5Si	373.08607495	-5.3E-05	3.161		C10H23NO10Si2	373.086048996	-7.89E-05	3.159		C15H20ClN3O4S	373.0863048	0.0001769	3.146		C11H26FNO4P2Si2	373.085962852	-0.0001651	3.138		C12H26ClFNO3PSi2	373.086139282	1.14E-05	3.132		C7H19F4N5O4SSi	373.086314498	0.0001866	3.12		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_445.msp	challenge_445	challenge445	0	22	288.253319916	[M+H]+	C16H33NO3	287.246043916	5E-07	4.072	HMDB,ChEBI,FooDB,STOFF,LipidMAPS,BLEXP,COCONUT,MINE	C15H37NSi2	287.246453244	0.0004098	2.737																																										
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_446.msp	challenge_446	challenge446	0	3	254.096425352	[M+H]+	C19H11N	253.089149352	5E-07	3.048	UNPD,COCONUT	C11H15N3O2S	253.08849772	-0.0006512	2.509	MINE	C5H18F3N3OSSi	253.089194386	4.55E-05	2.499		C11H12F5N	253.088990484	-0.0001584	2.488		C7H16FN3O4Si	253.089410742	0.0002618	2.466		C6H18F3N3S2	253.089424236	0.0002753	2.463		C9H9F2N7	253.088749728	-0.0003992	2.423		C9H19N3Si3	253.088677198	-0.0004717	2.395		C8H16FN3O3S	253.089640592	0.0004917	2.386		C9H21ClFNSi2	253.088508632	-0.0006403	2.315		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_447.msp	challenge_447	challenge447	0	8	267.171971974	[M+H]+	C12H27O4P	266.164695974	5E-07	4.248	ChEBI,STOFF,BLEXP,COCONUT,MINE	C10H27FN2OSi2	266.164594764	-0.0001008	3.281		C11H27FN2SSi	266.164824614	0.0001291	3.278		C13H27ClO3	266.164872404	0.0001769	3.27		C11H23FN2O4	266.164185436	-0.0005101	3.164		C7H22N8OS	266.163728324	-0.0009672	2.769		C12H19FN6	266.165522828	0.0008273	2.746																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_448.msp	challenge_448	challenge448	0	20	258.242755232	[M+H]+	C15H31NO2	257.235479232	5E-07	3.996	KNApSAcK,UNPD,BLEXP,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_449.msp	challenge_449	challenge449	0	45	329.059053864	[M+H]+	C16H12N2O4S	328.051777864	5E-07	3.949	HMDB,ChEBI,FooDB,BLEXP,COCONUT,MINE	C7H14FN6O4PS	328.051888778	0.0001114	3.163		C8H13F5N2O4S	328.051618996	-0.0001584	3.157		C7H20N4O3S2Si2	328.05153556	-0.0002419	3.118		C8H14ClFN6O3S	328.052065208	0.0002878	3.117		C7H14ClFN6O4Si	328.051835358	5.79E-05	3.112		C7H20ClFN2O5P2	328.0520009	0.0002235	3.111		C7H16Cl2F2N4O4	328.051666792	-0.0001106	3.108		C7H22FN2O3PS3	328.051420414	-0.000357	3.096		C8H22ClFN2O2S3	328.051596844	-0.0001806	3.087		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_45.msp	challenge_45	challenge45	0	12	249.149618564	[M-H]-	C15H22O3	250.156894564	-5E-07	3.612	HMDB,KNApSAcK,ChEBI,DrugBank,T3DB,FooDB,NANPDB,STOFF,LipidMAPS,Urine,Saliva,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H22N6O2Si	250.157350474	0.0004555	2.394		C12H24F2OSi	250.156448358	-0.0004467	2.307		C8H22N6OS	250.157580324	0.0006853	2.193		C8H30N2S3	250.15711196	0.0002169	2.178		C13H24F2S	250.156678208	-0.0002168	2.178		C14H26Si2	250.157303892	0.0004089	2.121		C10H23ClN4O	250.156039036	-0.000856	2.095												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_450.msp	challenge_450	challenge450	0	15	361.120112832	[M+H]+	C20H21ClO4	360.112836832	5E-07	3.988	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C19H21O5P	360.112660402	-0.000176	3.759	COCONUT	C19H13FN6O	360.113487256	0.0006509	3.583	COCONUT	C18H21FN2OSSi	360.112789042	-4.73E-05	3.374		C17H21FN2O2Si2	360.112559192	-0.0002772	3.337		C15H18F2N2O6	360.113292736	0.0004564	3.276		C9H20N4O11	360.11285746	2.11E-05	3.25		C9H23ClF2N6OSi2	360.112846536	1.02E-05	3.25		C11H17FN8O3S	360.112835624	-8E-07	3.25		C12H20F4N2O4Si	360.11284653	1.02E-05	3.25		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_451.msp	challenge_451	challenge451	0	75	282.144832088	[M+H]+	C13H19N3O4	281.137556088	5E-07	3.955	ChEBI,T3DB,STOFF,BLEXP,NPA,COCONUT,MINE	C11H25FNO2PSi	281.13762042	6.48E-05	3.06		C11H21F2N3OS	281.137339732	-0.0002159	3.028		C12H25ClFNOSi	281.13779685	0.0002412	2.996		C10H21F2N3O2Si	281.137109882	-0.0004458	2.974		C12H23N3OSi2	281.137965416	0.0004098	2.955		C5H19N9O3Si	281.138011998	0.0004564	2.937		C6H19N9O2S	281.138241848	0.0006862	2.845		C13H23N3SSi	281.138195266	0.0006396	2.748		C13H25ClFNS	281.1380267	0.0004711	2.747		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_452.msp	challenge_452	challenge452	0	38	384.994892444	[M+H]+	C12H14FIO5	383.986999768	-0.0006162	3.272	COCONUT	C8H16Cl2FN2O6PSi	383.987632972	1.7E-05	3.174		C8H10FN6O5PS2	383.98757427	-4.17E-05	3.173		C8H16ClFN2O6P2S	383.987686392	7.04E-05	3.172		C9H11F3N2O6Si3	383.987700322	8.43E-05	3.17		C8H10ClFN6O5SSi	383.98752085	-9.51E-05	3.169		C9H10ClFN6O4S2	383.9877507	0.0001347	3.165		C15H12N2O3SSi3	383.987642834	2.68E-05	3.165		C9H16Cl3FN2O5Si	383.987809402	0.0001934	3.163		C10H16N4O2S5	383.987680752	6.48E-05	3.163		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_453.msp	challenge_453	challenge453	0	41	369.125021782	[M+H]+	C20H17FN2O4	368.117235244	-0.0005101	3.842	COCONUT,MINE	C21H21O4P	368.117745782	5E-07	3.624	STOFF,BLEXP,COCONUT	C17H22Cl2N4O	368.117066684	-0.0006786	3.456	DrugBank	C9H22F2N4O7S	368.117726484	-1.88E-05	3.259		C11H20N4O10	368.11794284	0.0001975	3.24		C9H26FN2O8PSi	368.118007172	0.0002618	3.233		C12H23FN4O4P2	368.117856696	0.0001114	3.227		C8H22F2N4O8Si	368.117496634	-0.0002487	3.194		C12H17FN8O3Si	368.117691154	-5.42E-05	3.18		C8H28F3N2O4PS2	368.118020666	0.0002753	3.179		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_454.msp	challenge_454	challenge454	0	11	331.190385312	[M+H]+	C20H26O4	330.183109312	5E-07	4.383	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H34N2O2S2Si	330.183096858	-1.2E-05	3.3		C11H28FN4O4P	330.183220226	0.0001114	3.294		C13H34N2OS3	330.183326708	0.0002178	3.277		C18H28F2OS	330.182892956	-0.0002159	3.277		C12H28ClFN4O3	330.183396656	0.0002878	3.259		C11H34N2O3SSi2	330.182867008	-0.0002419	3.221		C19H30OSi2	330.18351864	0.0004098	3.219		C17H28F2O2Si	330.182663106	-0.0004458	3.205		C12H26N6O3Si	330.183565222	0.0004564	3.201		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_455.msp	challenge_455	challenge455	0	9	489.043515212	[M+H]+	C21H11ClF6N2O3	488.036239212	5E-07	3.817	ChEBI,STOFF,BLEXP,COCONUT	C8H22ClFN2O16S	488.036259524	2.08E-05	3.333		C8H25Cl2F3N4O6SSi2	488.0362486	9.8E-06	3.333		C9H31F2N2O4PS5Si	488.036232072	-6.7E-06	3.333		C10H10F6N6O10	488.03625984	2.11E-05	3.333		C10H23N2O14P3	488.036213306	-2.55E-05	3.333		C10H29N2O8PS3Si2	488.036218578	-2.02E-05	3.333		C10H19ClF2N6O8S2	488.036237688	-1.1E-06	3.333		C11H17ClN6O12Si	488.036224194	-1.46E-05	3.333		C13H14FN10O4PS2	488.036255778	1.7E-05	3.333		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_456.msp	challenge_456	challenge456	0	31	303.2318562	[M+H]+	C20H30O2	302.2245802	5E-07	4.386	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Saliva,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H30N6OSi	302.22503611	0.0004564	2.979		C12H38N2S2Si	302.224567746	-1.2E-05	2.961		C17H32F2Si	302.224133994	-0.0004458	2.854		C13H30N6S	302.22526596	0.0006862	2.751		C15H31ClN4	302.223724672	-0.0008551	2.643		C15H33F3S	302.225506716	0.000927	2.612																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_457.msp	challenge_457	challenge457	0	89	496.399649796	[M+H]+	C29H53NO5	495.392373796	5E-07	3.832	HMDB,ChEBI,DrugBank,STOFF,Urine,Serum,UNPD,BLEXP,COCONUT	C22H61N3O2S3	495.392591192	0.0002178	3.097		C27H55F2NO2S	495.39215744	-0.0002159	3.09		C21H53N7O4Si	495.392829706	0.0004564	3.026		C28H57NO2Si2	495.392783124	0.0004098	3.025		C26H55F2NO3Si	495.39192759	-0.0004458	3.023		C25H49F4N5	495.392409448	3.61E-05	2.957		C22H53N7O3S	495.393059556	0.0006862	2.923		C23H46FN11	495.392168692	-0.0002047	2.906		C20H55F2N7S2	495.3928432	0.0004699	2.858		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_458.msp	challenge_458	challenge458	0	6	480.308465442	[M+H]+	C23H46NO7P	479.301189442	5E-07	4.362	HMDB,ChEBI,YMDB,FooDB,BMDB,LipidMAPS,Feces,PubChem,BLEXP,COCONUT,MINE	C26H37N7O2	479.300873424	-0.0003156	3.675	COCONUT	C21H48F2NO4PS	479.300973086	-0.0002159	3.377		C22H50NO4PSi2	479.30159877	0.0004098	3.319		C22H48ClF2NO3S	479.301149516	-3.95E-05	3.266		C21H46FN3O4Si2	479.301088232	-0.0001008	3.262		C22H46FN3O3SSi	479.301318082	0.0001291	3.259		C15H42FN9O5S	479.301364664	0.0001757	3.252		C24H46ClNO6	479.301365872	0.0001769	3.251		C11H33N19O3	479.301375916	0.0001869	3.25		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_459.msp	challenge_459	challenge459	0	5	206.0667821	[M+H]+	C8H15NOS2	205.0595061	5E-07	4.557	HMDB,ChEBI,SMPDB,YMDB,FooDB,BMDB,LipidMAPS,Saliva,ECMDB,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C8H7N5O2	205.059974464	0.0004688	4.096	DrugBank,COCONUT,MINE	C7H11NO6	205.058637072	-0.0008686	3.558	ChEBI,DrugBank,STOFF,UNPD,BLEXP,MINE	C7H15NO2SSi	205.05927625	-0.0002294	3.474		C6H15NO3Si2	205.0590464	-0.0004592	3.257		C4H16FNO3SSi	205.060419122	0.0009135	3.088		C3H7F4N5O	205.058672724	-0.0008329	3.064		C5H11ClF3N3	205.059359692	-0.000146	2.732		C5H9F2N5Si	205.059528258	2.26E-05	2.543							
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_46.msp	challenge_46	challenge46	0	72	358.1659969	[M-H]-	C20H25NO5	359.1732729	-5E-07	3.974	HMDB,KNApSAcK,ChEBI,UNPD,BLEXP,NPA,COCONUT,MINE	C12H33N3O3S2Si	359.173260446	-1.29E-05	3.084		C11H27FN5O5P	359.173383814	0.0001105	3.078		C9H27F2N7O2Si2	359.173282604	9.3E-06	3.077		C9H29F3N5O2PS	359.173167458	-0.0001059	3.071		C11H33N3O4SSi2	359.173030596	-0.0002428	3.055		C13H33N3O2S3	359.173490296	0.0002169	3.054		C18H27F2NO2S	359.173056544	-0.0002168	3.054		C12H27ClFN5O4	359.173560244	0.0002869	3.044		C10H37N3OSSi4	359.173439924	0.0001666	3.04		
