File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Structure rank 1	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 2	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 3	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 4	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 5	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 6	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 7	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 8	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 9	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 10	Total score	Databases	Formula	Ontology	InChIKey	SMILES	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_107.msp	challenge_107	challenge107	0	33	491.140626272	[M+FA-H]-	429887	6.6198	Database ID=429887,UNPD=UNPD201125,COCONUT=CNP0276451	C19H26O12	Saccharolipids	WBYNLMZRMZGSGJ-UHFFFAOYSA-N	O=C(O)CC(O)(C)CC(=O)OCC1OC(OC2=CC=C(O)C(OC)=C2)C(O)C(O)C1O	379782	6.619	Database ID=379782,UNPD=UNPD129053,COCONUT=CNP0175784	C19H26O12	O-glycosyl compounds	AZLVJNSQCRYODW-UHFFFAOYSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3=C1CC(O)C3(C(=O)OC)C	367873	6.5899	Database ID=367873,UNPD=UNPD114075,COCONUT=CNP0105469	C19H26O12	O-glycosyl compounds	ZLRFFMPSRHYLIZ-UHFFFAOYSA-N	O=C(OCC1=CC2OC(=O)C3C(OC)OC(OC4OC(CO)C(O)C(O)C4O)C1C23)C	365581	6.5627	Database ID=365581,KNApSAcK=C00031721,UNPD=UNPD111325;UNPD61619,COCONUT=CNP0372389	C19H26O12	Iridoid O-glycosides	YSOBQIMODQOGKQ-UHFFFAOYSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(=CC(O)C13)COC(=O)C	525863	6.5627	Database ID=525863,KNApSAcK=C00031721,UNPD=UNPD111325;UNPD61619,COCONUT=CNP0372389	C19H26O12	Iridoid O-glycosides	YSOBQIMODQOGKQ-UHFFFAOYSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(=CC(O)C13)COC(=O)C	457391	6.5513	Database ID=457391,UNPD=UNPD40193,COCONUT=CNP0119738	C19H26O12	Iridoid O-glycosides	IQGNSYCDUIEXGZ-UHFFFAOYSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1C=CC3(O)COC(=O)C	471371	6.548	Database ID=471371,KNApSAcK=C00036395,UNPD=UNPD63877,COCONUT=CNP0306608	C19H26O12	O-glycosyl compounds	ORQJUPOBILPJRX-UHFFFAOYSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3=C(COC(=O)C)C(O)CC13	311971	6.5424	Database ID=311971	C19H26O12		WXNGSEGKMKJRGI-NLKNEZLKSA-N	O=C(O)C1=CC=C(OC2C(O)C(O)C(OC2OC3OC(CO)C(O)C(O)C3O)C)C=C1	391238	6.5422	Database ID=391238,KNApSAcK=C00036875,UNPD=UNPD144052,COCONUT=CNP0176735	C19H26O12	Phenolic glycosides	ZOIVCDCWDFQVRB-UHFFFAOYSA-N	O=C(OC)C=1C=CC=CC1OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O	436550	6.5422	Database ID=436550,UNPD=UNPD214396,COCONUT=CNP0126184	C19H26O12	Phenolic glycosides	WKYIZIWATBNICO-UHFFFAOYSA-N	O=C(OC)C=1C=CC=C(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C1	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_108.msp	challenge_108	challenge108	0	16	485.219426136	[M+FA-H]-	327313	5.1332	Database ID=327313,KNApSAcK=C00047042,UNPD=UNPD176462;UNPD49530,NPA=NPA016249,COCONUT=CNP0155561	C27H28N4O2	Alpha amino acids and derivatives	PFYKDKMYQRWRGF-PKTZIBPZSA-N	O=C1NC(C(=O)NC1CC2=CNC=3C=CC=CC32)CC=4C=5C=CC=CC5NC4C(C=C)(C)C	414388	5.1332	Database ID=414388,KNApSAcK=C00047042,UNPD=UNPD176462;UNPD49530,NPA=NPA016249,COCONUT=CNP0155561	C27H28N4O2	Alpha amino acids and derivatives	PFYKDKMYQRWRGF-UHFFFAOYSA-N	O=C1NC(C(=O)NC1CC2=CNC=3C=CC=CC32)CC=4C=5C=CC=CC5NC4C(C=C)(C)C	457482	5.1332	Database ID=457482,UNPD=UNPD40357,COCONUT=CNP0406343	C27H28N4O2	Alpha amino acids and derivatives	XMXNEUOHSHGXTJ-UHFFFAOYSA-N	O=C1NC(C(=O)NC1CC2=CNC=3C=CC=CC32)CC4=CN(C=5C=CC=CC54)C(C=C)(C)C	340430	5.0707	Database ID=340430,COCONUT=CNP0446431	C27H28N4O2	Pyrroloindoles	VBYPRAJLFYXBBP-ISRVLWJBSA-N	O=C1NC(C(=O)N2C3NC=4C=CC=CC4C3(CC12)C(C=C)(C)C)CC5=CNC=6C=CC=CC65	78845	4.9894	Database ID=78845	C27H28N4O2		PJANMOWVUZBDQF-UHFFFAOYSA-N	O=C(NC)CN1C(=O)N(C=2C=CC=CC21)C3CCN(CC3)C4C5=CC=CC6=CC=CC(=C65)C4	69022	4.7854	Database ID=69022,BLEXP=BLEXPDB00135659062	C27H28N4O2	Indolecarboxamides and derivatives	ZGXOBLVQIVXKEB-UHFFFAOYSA-N	O=C(C=1C=CC2=C(C1)NC(O)=C2C(=NC3=CC=CC(=C3)CN(C)C)C=4C=CC=CC4)N(C)C	539480	4.5545	Database ID=539481,ChEBI=CHEBI:91423	C27H28N4O2	Indolecarboxamides and derivatives	HOMJAAIVTDVQJA-IZHYLOQSSA-N	O=C1NC2=CC(=CC=C2C1=C(NC3=CC=CC(=C3)CN(C)C)C=4C=CC=CC4)C(=O)N(C)C																						
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_109.msp	challenge_109	challenge109	0	14	377.181703236	[M+FA-H]-	312930	5.6673	Database ID=312930,UNPD=UNPD69888,NPA=NPA000668,COCONUT=CNP0146211	C16H28O7	Medium-chain fatty acids	MJUTVWBUXZBUHW-IPQWEPCOSA-N	O=C(O)CCCCCCCCC1OC2(O)CCC(O)C2(O)C1O	474867	5.6673	Database ID=474867,UNPD=UNPD69888,NPA=NPA000668,COCONUT=CNP0146211	C16H28O7	Medium-chain fatty acids	MJUTVWBUXZBUHW-UHFFFAOYSA-N	O=C(O)CCCCCCCCC1OC2(O)CCC(O)C2(O)C1O	324805	5.6319	Database ID=324805,UNPD=UNPD219109,NPA=NPA013549,COCONUT=CNP0124340	C16H28O7	Furofurans	NGTUFCAUEDFMDI-XZEYQLJZSA-N	OC1C2OC3(O)C(OC)(OCC3(O)C2CCC1(O)C)CC(C)C	439671	5.6319	Database ID=439671,UNPD=UNPD219109,NPA=NPA013549,COCONUT=CNP0124340	C16H28O7	Furofurans	NGTUFCAUEDFMDI-UHFFFAOYSA-N	OC1C2OC3(O)C(OC)(OCC3(O)C2CCC1(O)C)CC(C)C	4198	5.5843	Database ID=4198,ChEBI=CHEBI:15608;CHEBI:57430,LipidMAPS=LMFA01170074,UNPD=UNPD107214;UNPD35521,COCONUT=CNP0281408	C16H28O7	Tricarboxylic acids and derivatives	DQIHPEKINXOMBM-WBMJQRKESA-N	O=C(O)CC(O)(C(=O)O)C(C(=O)O)CCCCCCCCCC	352125	5.5843	Database ID=352125,ChEBI=CHEBI:15608;CHEBI:57430,LipidMAPS=LMFA01170074,UNPD=UNPD107214;UNPD35521,COCONUT=CNP0281408	C16H28O7	Tricarboxylic acids and derivatives	DQIHPEKINXOMBM-UHFFFAOYSA-N	O=C(O)CC(O)(C(=O)O)C(C(=O)O)CCCCCCCCCC	435647	5.5812	Database ID=435647,UNPD=UNPD21289;UNPD58707;UNPD82517,COCONUT=CNP0127082	C16H28O7	O-glycosyl compounds	ULDXKOJTIZCIHV-UHFFFAOYSA-N	OCC1OC(OC(C)(C)C2OC(C=C)(C)CC2)C(O)C(O)C1O	453828	5.5812	Database ID=453828,KNApSAcK=C00033350,UNPD=UNPD33906,COCONUT=CNP0243217	C16H28O7	O-glycosyl compounds	JXPSDAVEOQZZEY-UHFFFAOYSA-N	OCC1OC(OC(C=C)(C)C2OC(C)(C)CC2)C(O)C(O)C1O	357660	5.5701	Database ID=357660,UNPD=UNPD101908,COCONUT=CNP0175076	C16H28O7	O-glycosyl compounds	MHVKRIHLNHCCSQ-UHFFFAOYSA-N	OCC1OC(OC2(C)CCC(C(=C)C)CC2O)C(O)C(O)C1O	477373	5.5701	Database ID=477373,UNPD=UNPD74255,COCONUT=CNP0341177	C16H28O7	Terpene glycosides	GDLQRWXBAMRGNZ-UHFFFAOYSA-N	OCC1OC(OC2CC(C(=C)C)CCC2(O)C)C(O)C(O)C1O	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_11.msp	challenge_11	challenge11	0	13	185.06080356	[M-H]-	472909	7.9939	Database ID=472909,UNPD=UNPD66518,COCONUT=CNP0197682	C12H10O2	Azulenes	GIIAQRGVDJDTLD-UHFFFAOYSA-N	O=C(O)C=1C=CC=2C1C=CC=CC2C	31836	7.916	Database ID=31836	C12H10O2		VLEZTIKHFUAVRK-UHFFFAOYSA-N	O=C(O)C1=CC=CC=2C1=CC=CC2C	76298	7.916	Database ID=76298,COCONUT=CNP0434125	C12H10O2	Naphthalenecarboxylic acids	IDTDAMGQDWDZEU-UHFFFAOYSA-N	O=C(O)C=1C=CC=2C=CC=CC2C1C	76919	7.916	Database ID=76919,BLEXP=BLEXPDB00003014285	C12H10O2	Naphthalenecarboxylic acids	SIVYRLBDAPKADZ-UHFFFAOYSA-N	O=C(O)C1=CC=C(C=2C=CC=CC12)C	535577	7.916	Database ID=535577	C12H10O2		ZSPDYGICHBLYSD-UHFFFAOYSA-N	O=C(O)C=1C=2C=CC=CC2C=CC1C	419420	7.8973	Database ID=419420,UNPD=UNPD183909,COCONUT=CNP0147691	C12H10O2	Gamma butyrolactones	YKVMBZUGPYHYLZ-UHFFFAOYSA-N	O=C1OC(C=C=CC#CC#CC)CC1	7368	7.7642	Database ID=7368,HMDB=HMDB0032708,ChEBI=CHEBI:32918,DrugBank=DB01750,FooDB=FDB010669,STOFF=STOFF_1008,BLEXP=BLEXPDB00000006862,COCONUT=CNP0080099	C12H10O2	Naphthalenes	PRPINYUDVPFIRX-UHFFFAOYSA-N	O=C(O)CC1=CC=CC=2C=CC=CC21	7596	7.7642	Database ID=7596,ChEBI=CHEBI:37837,BLEXP=BLEXPDB00000011393,COCONUT=CNP0446659	C12H10O2	Naphthalenes	VIBOGIYPPWLDTI-UHFFFAOYSA-N	O=C(O)CC=1C=CC=2C=CC=CC2C1	98923	7.7632	Database ID=98923,FooDB=FDB001486,UNPD=UNPD131756,NPA=NPA000779,COCONUT=CNP0183408	C12H10O2	Hydroxybenzaldehydes	SFCYVTIQMNZUCZ-UHFFFAOYSA-N	O=CC1=CC=C(O)C(C#CC(=C)C)=C1	67121	7.7577	Database ID=67121	C12H10O2		QQOKWXIHGVLGKU-UHFFFAOYSA-N	O1C=CC=CC12OCC=3C=CC=CC32	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_110.msp	challenge_110	challenge110	0	24	827.443456792	[M+FA-H]-	358765	7.0425	Database ID=358765,UNPD=UNPD10321,COCONUT=CNP0292692	C41H66O14	O-glycosyl compounds	LIKRVSRGVHKMEC-UHFFFAOYSA-N	O=C1OC(CC12CCC3(C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6OC7OC(C)C(O)C(O)C7O)C(C)(C)C5CCC43C)C2O)C)C(C)C(O)C	395573	7.032	Database ID=395573,UNPD=UNPD149917,COCONUT=CNP0320344	C41H66O14	Stigmastanes and derivatives	OPEDBCIKPGAEQH-UHFFFAOYSA-N	O=C(OC(C)C(CCC(O)(C)C1C(OC(=O)C)CC2C3CC(=O)C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC21C)C(OC(=O)C)(C)C)C	398140	7.0303	Database ID=398140,UNPD=UNPD153390,COCONUT=CNP0267425	C41H66O14	Triterpenoids	AAVVDLGPMLXVHE-UHFFFAOYSA-N	O=C(OC1CC2C3(C)CC4OC(OCC)CC(C)C4C3(C)CCC52CC65CCC(OC7OCC(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C16)C	373114	7.0137	Database ID=373114,UNPD=UNPD120672,COCONUT=CNP0226173	C41H66O14	Ergosterols and derivatives	LZHKGRUPLPCFFX-UHFFFAOYSA-N	O=C(OC1COC(OC2C=C3C(OC4OC(CO)C(O)C(O)C4O)C(O)C(O)CC3(C)C5CCC6(C)C(CCC6C25)C(C)CCC(=C)C(C)C)C(O)C1O)C	373096	6.9915	Database ID=373096,UNPD=UNPD120652;UNPD78985,COCONUT=CNP0180979	C41H66O14	Triterpene saponins	AZYMBMMJXFSRCY-UHFFFAOYSA-N	O=C(OCC(O)C(O)C(O)CO)C1(C)CC2=C3C=CC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC(O)C2(CO)CC1	444924	6.9642	Database ID=444924,UNPD=UNPD227289,COCONUT=CNP0148079	C41H66O14	Triterpene saponins	SIZKSXPUTPFSGI-UHFFFAOYSA-N	O=C(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C34CCC(C)(C)CC4C5=CCC6C7(C)CC(O)C(O)C(C)(CO)C7CCC6(C)C5(C)CC3	26964	6.9624	Database ID=26964,HMDB=HMDB0041879,ChEBI=CHEBI:71002,BLEXP=BLEXPDB00000092217,COCONUT=CNP0218257	C41H66O14	Cardenolide glycosides and derivatives	QYVJGQUFXQMOOE-WAFGNDRNSA-N	O=C1OCC(C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CCC5(C)C4CC(O)C23C	65722	6.9624	Database ID=65722,HMDB=HMDB0041879,ChEBI=CHEBI:71002,BLEXP=BLEXPDB00000092217,COCONUT=CNP0218257	C41H66O14	Cardenolide glycosides and derivatives	QYVJGQUFXQMOOE-UHFFFAOYSA-N	O=C1OCC(C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CCC5(C)C4CC(O)C23C	369560	6.95	Database ID=369560,UNPD=UNPD116145,COCONUT=CNP0209812	C41H66O14	Cucurbitacin glycosides	GYOQKLMNCIHKMJ-UHFFFAOYSA-N	OCC1OC(OC2C34OC(CC(C)C3C5(C)CCC67CC87CCC(OC9OCC(O)C(O)C9O)C(C)(C)C8CCC6C25C)C(O4)C(O)(C)C)C(O)C(O)C1O	472324	6.9484	Database ID=472324,UNPD=UNPD65493,COCONUT=CNP0286297	C41H66O14	Triterpenoids	QXLQUZDSFPAXJD-UHFFFAOYSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC1O	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_111.msp	challenge_111	challenge111	0	40	395.23291882	[M+H]+	21119	6.5186	Database ID=21119,ChEBI=CHEBI:61084,DrugBank=DB01535,SMPDB=PW_C040710,BLEXP=BLEXPDB00000062156	C24H30N2O3	Fentanyls	YDSDEBIZUNNPOB-UHFFFAOYSA-N	O=C(OC)C1(N(C=2C=CC=CC2)C(=O)CC)CCN(CCC=3C=CC=CC3)CC1	531766	6.3597	Database ID=531766	C24H30N2O3		QUIXSQPQKKOKJC-UHFFFAOYSA-N	O=C(N(C=1C=CC=CC1)C2CCN(CC2)C(C)CC3=CC=C4OCOC4=C3)CC	431549	6.3299	Database ID=431549,KNApSAcK=C00007709;C00025362,UNPD=UNPD204570,COCONUT=CNP0163902	C24H30N2O3	Sparteine, lupanine, and related alkaloids	PUFYZCKVLOYPHL-UHFFFAOYSA-N	O=C(OC1CCN2CC3CC(CN4C(=O)CCCC43)C2C1)C=CC=5C=CC=CC5	459202	6.3286	Database ID=459202,UNPD=UNPD43242,COCONUT=CNP0353435	C24H30N2O3	Ibogan-type alkaloids	UMPABASQXRRHQB-UHFFFAOYSA-N	O=C(OC)C12C=3NC=4C=CC=CC4C3CCN5C(CC(=O)C)C(CC(CC)C51)C2	543516	6.3286	Database ID=543517,UNPD=UNPD43242,COCONUT=CNP0353435	C24H30N2O3	Ibogan-type alkaloids	UMPABASQXRRHQB-IZTCQAHZSA-N	O=C(OC)C12C=3NC=4C=CC=CC4C3CCN5C(CC(=O)C)C(CC(CC)C51)C2	382184	6.3277	Database ID=382184,UNPD=UNPD132159;UNPD32326,COCONUT=CNP0286896	C24H30N2O3	Ibogan-type alkaloids	GYAGAEMDMTUTHW-UHFFFAOYSA-N	O=C(OC)C12C=3NC=4C=CC=CC4C3CC(N5CC(CC(CC)C51)C2)CC(=O)C	546434	6.3195	Database ID=546435	C24H30N2O3		JUVHJOHRJXHUSL-GFAYZJKESA-N	O=C1N2C3=CC(OC)=CC=C3C45CCCC5CC6C(=COC(C1)C6C24)CCCN	546435	6.3195	Database ID=546436	C24H30N2O3		HXVZUVSHKXQBIL-GFAYZJKESA-N	O=C1N2C3=CC=C(OC)C=C3C45CCCC5CC6C(=COC(C1)C6C24)CCCN	97932	6.1889	Database ID=97932,ChEBI=CHEBI:61084,DrugBank=DB01535,SMPDB=PW_C040710,BLEXP=BLEXPDB00000062156	C24H30N2O3	Fentanyls	YDSDEBIZUNNPOB-JVVVGQRLSA-N	O=C(OC)C1(N(C=2C=CC=CC2)C(=O)CC)CCN(CCC=3C=CC=CC3)CC1	15040	5.8461	Database ID=15040,ChEBI=CHEBI:38450,STOFF=STOFF_8769,BLEXP=BLEXPDB00010157484	C24H30N2O3	1-benzopyrans	HPNSNYBUADCFDR-UHFFFAOYSA-N	O=C(NN(C(=O)C=1C=C(C=C(C1)C)C)C(C)(C)C)C2=CC=C3OCCCC3=C2C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_112.msp	challenge_112	challenge112	0	132	333.206035376	[M+H]+	462434	7.0831	Database ID=462434,UNPD=UNPD48720,COCONUT=CNP0186841	C20H28O4	Diterpene lactones	JWBUPXXKUIUVKC-UHFFFAOYSA-N	O=C1OC2C(C=C3CCC4C(C)(C)C(O)CCC4(C)C3(O)C2)=C1C	361887	7.0774	Database ID=361887,UNPD=UNPD106870,COCONUT=CNP0238359	C20H28O4	Diterpene lactones	HWSCNAWMFHTZCT-UHFFFAOYSA-N	O=C1OC2C(C=C3C(O)CC4C(C)(C)C(O)CCC4(C)C3C2)=C1C	460708	7.077	Database ID=460708,UNPD=UNPD45845,COCONUT=CNP0152146	C20H28O4	Diterpene lactones	HCLGANXKRYWLGZ-UHFFFAOYSA-N	O=C1OC2C(C=C3CCC4C(C)(C)C(O)C(O)CC4(C)C3C2)=C1C	432304	7.077	Database ID=432304,UNPD=UNPD206291,COCONUT=CNP0378932	C20H28O4	Diterpene lactones	FCYMPEDGPGUNOU-UHFFFAOYSA-N	O=C1OC2C(C=C3CCC4C(C)(C)C(O)CC(O)C4(C)C3C2)=C1C	51373	7.0764	Database ID=51373,KNApSAcK=C00022240,ChEBI=CHEBI:69808,UNPD=UNPD115796;UNPD139836;UNPD159;UNPD73613;UNPD218036,BLEXP=BLEXPDB00004262071,NPA=NPA003129,COCONUT=CNP0232430	C20H28O4	Diterpene lactones	XMJAJFVLHDIEHF-UHFFFAOYSA-N	O=C1OCC=C1C=CC2C(=C)CCC3C(C)(CO)C(O)CCC23C	315210	7.0764	Database ID=315210,KNApSAcK=C00022240,ChEBI=CHEBI:69808,UNPD=UNPD115796;UNPD139836;UNPD159;UNPD73613;UNPD218036,BLEXP=BLEXPDB00004262071,NPA=NPA003129,COCONUT=CNP0232430	C20H28O4	Diterpene lactones	XMJAJFVLHDIEHF-YFFHYEMFSA-N	O=C1OCC=C1C=CC2C(=C)CCC3C(C)(CO)C(O)CCC23C	520170	7.0764	Database ID=520170,KNApSAcK=C00022240,ChEBI=CHEBI:69808,UNPD=UNPD115796;UNPD139836;UNPD159;UNPD73613;UNPD218036,BLEXP=BLEXPDB00004262071,NPA=NPA003129,COCONUT=CNP0232430	C20H28O4	Diterpene lactones	XMJAJFVLHDIEHF-CRBRZBHVSA-N	O=C1OCC=C1C=CC2C(=C)CCC3C(C)(CO)C(O)CCC23C	391577	7.0583	Database ID=391577,UNPD=UNPD144509,COCONUT=CNP0266474	C20H28O4	Diterpene lactones	GQPOXOPEDHRPQT-UHFFFAOYSA-N	O=C1OCC(C=CC2C(=C)CCC3C(C)(CO)C(O)CCC23C)=C1	456862	7.0544	Database ID=456862,KNApSAcK=C00030462,UNPD=UNPD39144,COCONUT=CNP0107974	C20H28O4	Diterpene lactones	BRFJVBBXHPOREF-UHFFFAOYSA-N	O=C1OC(O)C=C1C=CC2C(=C)CC(O)C3C(C)(C)CCCC23C	431107	7.047	Database ID=431107,UNPD=UNPD203661;UNPD224741,COCONUT=CNP0374129	C20H28O4	Diterpene lactones	GHNHHZAECXQMOM-UHFFFAOYSA-N	O=C1OC(O)C(C=CC2C(=C)C(O)CC3C(C)(C)CCCC23C)=C1	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_113.msp	challenge_113	challenge113	0	12	741.32453242	[M+Na]+	65724	5.373	Database ID=65724,BLEXP=BLEXPDB00070685494,COCONUT=CNP0079462	C41H50O11	7,7'-epoxylignans	BHSIFEWQADUTCG-UHFFFAOYSA-N	OC1=CC(=CC=C1OC(C)C(O)C2=CC=C(OC)C(OC)=C2)C3OC(C4=CC=C(OC(C)C(O)C5=CC=C(OC)C(OC)=C5)C(OC)=C4)C(C)C3C	418523	5.2432	Database ID=418523,UNPD=UNPD182570,COCONUT=CNP0268639	C41H50O11	7,7'-epoxylignans	CPGFYBGUXQXJMQ-UHFFFAOYSA-N	OC1=CC=C(C=C1OC)C(O)C(OC2=CC=C(C=C2OC)C3OC(C4=CC=C(OC(C)C(O)C5=CC=C(OC)C(OC)=C5)C(OC)=C4)C(C)C3C)C	444188	5.2432	Database ID=444188,UNPD=UNPD225970,COCONUT=CNP0118764	C41H50O11	7,7'-epoxylignans	WYQXLNNPKKNBEF-UHFFFAOYSA-N	OC1=CC(=CC=C1OC)C(O)C(OC2=CC=C(C=C2OC)C3OC(C4=CC=C(OC(C)C(O)C5=CC=C(OC)C(OC)=C5)C(OC)=C4)C(C)C3C)C	543825	5.2432	Database ID=543826,UNPD=UNPD182570,COCONUT=CNP0268639	C41H50O11	7,7'-epoxylignans	CPGFYBGUXQXJMQ-FZBBBUCASA-N	OC1=CC=C(C=C1OC)C(O)C(OC2=CC=C(C=C2OC)C3OC(C4=CC=C(OC(C)C(O)C5=CC=C(OC)C(OC)=C5)C(OC)=C4)C(C)C3C)C																																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_114.msp	challenge_114	challenge114	0	17	325.234929568	[M+Na]+	482094	4.9599	Database ID=482094,UNPD=UNPD83086,COCONUT=CNP0321691	C17H34O4	Long-chain fatty acids	GCUMPGCBTUSGIM-UHFFFAOYSA-N	O=C(O)CCCCCCCCC(O)CCCCCCCO	543392	4.9564	Database ID=543393	C17H34O4		VUHKKYAXFCILCE-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCC(O)C(C)CC(O)C	25911	4.9533	Database ID=25911,ChEBI=CHEBI:68513,LipidMAPS=LMFA01050488	C17H34O4	Long-chain fatty acids	NACNPFXTZNCJJY-UHFFFAOYSA-N	O=C(O)CC(O)C(O)(C)CCCCCCCCCCCC	73132	4.9533	Database ID=73132,BLEXP=BLEXPDB00018359629	C17H34O4	Long-chain fatty alcohols	XTYIERFVQLJHHI-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCC)C(O)C(O)CO	466943	4.9533	Database ID=466943,UNPD=UNPD56230,COCONUT=CNP0147771	C17H34O4	Long-chain fatty alcohols	CTLGDCUCUIUDOD-UHFFFAOYSA-N	O=C(OC)CCC(O)CCCCCCCC(O)CCCC	31963	4.9506	Database ID=31963,ChEBI=CHEBI:79249	C17H34O4	Long-chain fatty acids	ZUAQRTYBJMLPLN-HZPDHXFCSA-N	O=C(O)CC(O)CCCCCCCCCCCCC(O)C	32000	4.9506	Database ID=32000,ChEBI=CHEBI:79288	C17H34O4	Long-chain fatty acids	HLFOBOFXSDRVQR-MRXNPFEDSA-N	O=C(O)CC(O)CCCCCCCCCCCCCCO	410119	4.9506	Database ID=410119,UNPD=UNPD170220,COCONUT=CNP0331901	C17H34O4	Long-chain fatty alcohols	OWNLLILEAVFEFO-UHFFFAOYSA-N	O=C(OC)CCCCCCCCC(O)CCCCCCO	424734	4.9506	Database ID=424734,UNPD=UNPD191843,COCONUT=CNP0140093	C17H34O4	Long-chain fatty alcohols	ATZUFGLVWAUEQF-UHFFFAOYSA-N	O=C(OC)CCCCCCCC(O)CCCCCCCO	452032	4.9506	Database ID=452032,UNPD=UNPD3099,COCONUT=CNP0141374	C17H34O4	Long-chain fatty alcohols	VKHWETGILILUMN-UHFFFAOYSA-N	O=C(OC)CCCCCCC(O)CCCCCCCCO	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_115.msp	challenge_115	challenge115	0	32	313.04843988	[M-H]-																																																																							
