Index,Precursor mz,Challenge,Formula,SMILES,InChIkey,Adduct,Ion mode
challenge_321,497.9462 ,CASMI2016_Challenge-072,C8H2F17NO2S,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RRRXPPIDPYTNJG-UHFFFAOYSA-N,[M-H]-,negative
challenge_322,482.5871 ,CASMI2016_Challenge-073,C6HBr5O,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,SVHOVVJFOWGYJO-UHFFFAOYSA-N,[M-H]-,negative
challenge_323,487.0290 ,CASMI2016_Challenge-074,C21H11ClF6N2O3,FC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1NC(=O)NC(=O)C1=C(F)C=CC=C1F,RYLHNOVXKPXDIP-UHFFFAOYSA-N,[M-H]-,negative
challenge_324,402.8426 ,CASMI2016_Challenge-075,C13H6Cl6O2,OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,[M-H]-,negative
challenge_325,347.9158 ,CASMI2016_Challenge-076,C13H7Cl4NO2,Oc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(Cl)c(Cl)c1,SJQBHPJLLIJASD-UHFFFAOYSA-N,[M-H]-,negative
challenge_326,347.9158 ,CASMI2016_Challenge-077,C13H7Cl4NO2,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(=O)NC1=CC=CC=C1,BDOBMVIEWHZYDL-UHFFFAOYSA-N,[M-H]-,negative
challenge_327,426.9679 ,CASMI2016_Challenge-078,C8H5F13O3S,[H]C([H])(C([H])([H])S(O)(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VIONGDJUYAYOPU-UHFFFAOYSA-N,[M-H]-,negative
challenge_328,669.4219 ,CASMI2016_Challenge-079,C36H62O11,CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,GAOZTHIDHYLHMS-GDMSFIFLSA-N,[M-H]-,negative
challenge_329,512.9600 ,CASMI2016_Challenge-080,C10HF19O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PCIUEQPBYFRTEM-UHFFFAOYSA-N,[M-H]-,negative
challenge_330,325.1843 ,CASMI2016_Challenge-081,C18H30O3S,CCCCCCCCCCCCC1=CC=C(C=C1)S(O)(=O)=O,KWXICGTUELOLSQ-UHFFFAOYSA-N,[M-H]-,negative
challenge_331,167.1040 ,CASMI2016_Challenge-082,C6H10N6,NC1=NC(NC2CC2)=NC(N)=N1,LVQDKIWDGQRHTE-UHFFFAOYSA-N,[M+H]+,positive
challenge_332,123.0917 ,CASMI2016_Challenge-083,C7H10N2,CN(C)C1=CC=NC=C1,VHYFNPMBLIVWCW-UHFFFAOYSA-N,[M+H]+,positive
challenge_333,114.0662 ,CASMI2016_Challenge-084,C4H7N3O,CN1CC(=O)N=C1N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,[M+H]+,positive
challenge_334,119.0604 ,CASMI2016_Challenge-085,C7H6N2,N1C=NC2=CC=CC=C12,HYZJCKYKOHLVJF-UHFFFAOYSA-N,[M+H]+,positive
challenge_335,100.1121 ,CASMI2016_Challenge-086,C6H13N,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N,[M+H]+,positive
challenge_336,167.0451 ,CASMI2016_Challenge-087,C7H6N2O3,NC(=O)C1=C(C=CC=C1)[N+]([O-])=O,KLGQWSOYKYFBTR-UHFFFAOYSA-N,[M+H]+,positive
challenge_337,192.0768 ,CASMI2016_Challenge-088,C9H9N3O2,COC(=O)NC1=NC2=CC=CC=C2N1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,[M+H]+,positive
challenge_338,139.0502 ,CASMI2016_Challenge-089,C6H6N2O2,COC(=O)C1=CN=CC=N1,TWIIRMSFZNYMQE-UHFFFAOYSA-N,[M+H]+,positive
challenge_339,151.0324 ,CASMI2016_Challenge-090,C7H6N2S,SC1=NC2=CC=CC=C2N1,YHMYGUUIMTVXNW-UHFFFAOYSA-N,[M+H]+,positive
challenge_340,196.0604 ,CASMI2016_Challenge-091,C9H9NO4,CC(=O)NC1=CC=C(O)C(=C1)C(O)=O,GEFDRROBUCULOD-UHFFFAOYSA-N,[M+H]+,positive
challenge_341,150.0913 ,CASMI2016_Challenge-092,C9H11NO,CC(=O)NC1=C(C)C=CC=C1,BPEXTIMJLDWDTL-UHFFFAOYSA-N,[M+H]+,positive
challenge_342,212.1506 ,CASMI2016_Challenge-093,C9H17N5O,CCNC1=NC(=O)N=C(NC(C)(C)C)N1,OYTCZOJKXCTBHG-UHFFFAOYSA-N,[M+H]+,positive
challenge_343,376.9859 ,CASMI2016_Challenge-094,C13H18Br2N2O,NC1=C(Br)C=C(Br)C=C1CNC1CCC(O)CC1,JBDGDEWWOUBZPM-UHFFFAOYSA-N,[M+H]+,positive
challenge_344,147.0665 ,CASMI2016_Challenge-095,C7H6N4,N1N=NN=C1C1=CC=CC=C1,MARUHZGHZWCEQU-UHFFFAOYSA-N,[M+H]+,positive
challenge_345,218.0845 ,CASMI2016_Challenge-096,C9H15NO3S,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,[M+H]+,positive
challenge_346,225.1135 ,CASMI2016_Challenge-097,C13H12N4,Cn1c2cc(cnc2[nH]c1=N)-c1ccccc1,UQVKZNNCIHJZLS-UHFFFAOYSA-N,[M+H]+,positive
challenge_347,311.1310 ,CASMI2016_Challenge-098,C19H19ClN2,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,JAUOIFJMECXRGI-UHFFFAOYSA-N,[M+H]+,positive
challenge_348,294.1601 ,CASMI2016_Challenge-099,C18H19N3O,CN1C2=C(C3=C1C=CC=C3)C(=O)C(CN1C=CN=C1C)CC2,FELGMEQIXOGIFQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_349,264.1758 ,CASMI2016_Challenge-100,C16H22FNO,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,[M+H]+,positive
challenge_350,267.1088 ,CASMI2016_Challenge-101,C11H14N4O4,CN1C=NC2=C1C(=O)N(CCCC(O)=O)C(=O)N2C,WKASGTGXOGALBG-UHFFFAOYSA-N,[M+H]+,positive
challenge_351,191.0451 ,CASMI2016_Challenge-102,C9H6N2O3,[O-][N+](=O)c1cc[n+]([O-])c2ccccc12,YHQDZJICGQWFHK-UHFFFAOYSA-N,[M+H]+,positive
challenge_352,148.0757 ,CASMI2016_Challenge-103,C9H9NO,NC(=O)\C=C\C1=CC=CC=C1,APEJMQOBVMLION-VOTSOKGWSA-N,[M+H]+,positive
challenge_353,215.9784 ,CASMI2016_Challenge-104,C7H5NO3S2,OS(=O)(=O)C1=NC2=CC=CC=C2S1,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,[M+H]+,positive
challenge_354,411.2191 ,CASMI2016_Challenge-105,C23H27FN4O2,CC1=C(CCN2CCC(CC2)c2noc3cc(F)ccc23)C(=O)N2CCCCC2=N1,RAPZEAPATHNIPO-UHFFFAOYSA-N,[M+H]+,positive
challenge_355,471.1735 ,CASMI2016_Challenge-106,C20H22N8O6,CN(CC1=Nc2c(N)nc(N)nc2NC1=O)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O,HODZDDDNGRLGSI-UHFFFAOYSA-N,[M+H]+,positive
challenge_356,251.0373 ,CASMI2016_Challenge-107,C12H10O4S,Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,[M+H]+,positive
challenge_357,426.1691 ,CASMI2016_Challenge-108,C22H24ClN5O2,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2,FGXWKSZFVQUSTL-UHFFFAOYSA-N,[M+H]+,positive
challenge_358,279.1452 ,CASMI2016_Challenge-109,C13H18N4O3,CN1c2ncn(C)c2C(=O)N(CCCCC(C)=O)C1=O,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,[M+H]+,positive
challenge_359,395.1864 ,CASMI2016_Challenge-110,C21H27FO6,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,GFNANZIMVAIWHM-UHFFFAOYSA-N,[M+H]+,positive
challenge_360,413.1197 ,CASMI2016_Challenge-111,C21H21ClN4OS,ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2,MVWVFYHBGMAFLY-UHFFFAOYSA-N,[M+H]+,positive
challenge_361,285.1420 ,CASMI2016_Challenge-112,C17H20N2S,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,[M+H]+,positive
challenge_362,161.9872 ,CASMI2016_Challenge-113,C6H5Cl2N,C1=CC(=C(C=C1N)Cl)Cl,SDYWXFYBZPNOFX-UHFFFAOYSA-N,[M+H]+,positive
challenge_363,297.0556 ,CASMI2016_Challenge-114,C14H14Cl2N2O,ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1,PZBPKYOVPCNPJY-UHFFFAOYSA-N,[M+H]+,positive
challenge_364,474.1734 ,CASMI2016_Challenge-115,C28H27NO4S,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,GZUITABIAKMVPG-UHFFFAOYSA-N,[M+H]+,positive
challenge_365,213.9862 ,CASMI2016_Challenge-116,C8H8BrNO,CC(=O)NC1=CC=C(Br)C=C1,MSLICLMCQYQNPK-UHFFFAOYSA-N,[M+H]+,positive
challenge_366,298.1260 ,CASMI2016_Challenge-117,C18H19NOS,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-KRWDZBQOSA-N,[M+H]+,positive
challenge_367,382.1681 ,CASMI2016_Challenge-118,C22H24ClN3O,CN1CCCC(CC1)N1N=C(Cc2ccc(Cl)cc2)c2ccccc2C1=O,MBUVEWMHONZEQD-UHFFFAOYSA-N,[M+H]+,positive
challenge_368,223.9706 ,CASMI2016_Challenge-119,C9H6BrNO,BrC1=CC2=C(NC(=O)C=C2)C=C1,YLAFBGATSQRSTB-UHFFFAOYSA-N,[M+H]+,positive
challenge_369,282.2791 ,CASMI2016_Challenge-120,C18H35NO,CC1CN(CC(C)O1)C1CCCCCCCCCCC1,JMXKCYUTURMERF-UHFFFAOYSA-N,[M+H]+,positive
challenge_370,224.0917 ,CASMI2016_Challenge-121,C11H13NO4,CNC(=O)Oc1cccc2OC(C)(C)Oc12,XEGGRYVFLWGFHI-UHFFFAOYSA-N,[M+H]+,positive
challenge_371,331.0150 ,CASMI2016_Challenge-122,C12H11ClN2O5S,NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,[M+H]+,positive
challenge_372,284.9612 ,CASMI2016_Challenge-123,C6H12Cl3O4P,ClCCOP(=O)(OCCCl)OCCCl,HQUQLFOMPYWACS-UHFFFAOYSA-N,[M+H]+,positive
challenge_373,294.1713 ,CASMI2016_Challenge-124,C17H19N5,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N,YBBLVLTVTVSKRW-UHFFFAOYSA-N,[M+H]+,positive
challenge_374,147.0804 ,CASMI2016_Challenge-125,C10H10O,CC(=O)C=CC1=CC=CC=C1,BWHOZHOGCMHOBV-UHFFFAOYSA-N,[M+H]+,positive
challenge_375,221.0743 ,CASMI2016_Challenge-126,C11H12N2OS,C1CN(CCO1)C1=NC2=CC=CC=C2S1,VVUVJGRVEYHIHC-UHFFFAOYSA-N,[M+H]+,positive
challenge_376,203.0525 ,CASMI2016_Challenge-127,C12H10OS,O=S(C1=CC=CC=C1)C1=CC=CC=C1,JJHHIJFTHRNPIK-UHFFFAOYSA-N,[M+H]+,positive
challenge_377,219.0474 ,CASMI2016_Challenge-128,C12H10O2S,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,KZTYYGOKRVBIMI-UHFFFAOYSA-N,[M+H]+,positive
challenge_378,233.1107 ,CASMI2016_Challenge-129,C13H16N2S,C1CCC(CC1)NC1=NC2=CC=CC=C2S1,UPWPIFMHSFSVLE-UHFFFAOYSA-N,[M+H]+,positive
challenge_379,311.1543 ,CASMI2016_Challenge-130,C22H18N2,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,[M+H]+,positive
challenge_380,204.1019 ,CASMI2016_Challenge-131,C12H13NO2,CC(C)N1C(=O)C(=O)C2=CC(C)=CC=C12,SYJHSTNDLFUIMT-UHFFFAOYSA-N,[M+H]+,positive
challenge_381,345.1153 ,CASMI2016_Challenge-132,C22H17ClN2,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,[M+H]+,positive
challenge_382,477.2303 ,CASMI2016_Challenge-133,C29H33ClN2O2,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,[M+H]+,positive
challenge_383,214.0896 ,CASMI2016_Challenge-134,C10H15NO2S,CCCCNS(=O)(=O)C1=CC=CC=C1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,[M+H]+,positive
challenge_384,391.2300 ,CASMI2016_Challenge-135,C15H30N6O6,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,BNCADMBVWNPPIZ-UHFFFAOYSA-N,[M+H]+,positive
challenge_385,212.0198 ,CASMI2016_Challenge-136,C9H9NOS2,CCOC1=CC=C2N=C(S)SC2=C1,HOASVNMVYBSLSU-UHFFFAOYSA-N,[M+H]+,positive
challenge_386,389.1626 ,CASMI2016_Challenge-137,C21H25ClN2O3,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,[M+H]+,positive
challenge_387,399.0969 ,CASMI2016_Challenge-138,C15H18N4O7S,CCCOC1=NN(C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C,JTHMVYBOQLDDIY-UHFFFAOYSA-N,[M+H]+,positive
challenge_388,278.1055 ,CASMI2016_Challenge-139,C14H16ClN3O,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,STEPQTYSZVCJPV-UHFFFAOYSA-N,[M+H]+,positive
challenge_389,309.0427 ,CASMI2016_Challenge-140,C14H12O6S,COC1=CC(O)=C(C=C1S(O)(=O)=O)C(=O)C1=CC=CC=C1,CXVGEDCSTKKODG-UHFFFAOYSA-N,[M+H]+,positive
challenge_390,223.0965 ,CASMI2016_Challenge-141,C12H14O4,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,[M+H]+,positive
challenge_391,301.0738 ,CASMI2016_Challenge-142,C16H13ClN2O2,CN1c2ccc(Cl)cc2C(=NC(O)C1=O)c1ccccc1,SEQDDYPDSLOBDC-UHFFFAOYSA-N,[M+H]+,positive
challenge_392,405.2272 ,CASMI2016_Challenge-143,C23H32O6,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,ALEXXDVDDISNDU-JZYPGELDSA-N,[M+H]+,positive
challenge_393,230.2478 ,CASMI2016_Challenge-144,C14H31NO,CCCCCCCCCCCC[N+](C)(C)[O-],SYELZBGXAIXKHU-UHFFFAOYSA-N,[M+H]+,positive
challenge_394,423.1695 ,CASMI2016_Challenge-145,C22H23ClN6O,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_395,317.1642 ,CASMI2016_Challenge-146,C13H24N4O3S,CCCCC1=C(C)N=C(NCC)N=C1OS(=O)(=O)N(C)C,DSKJPMWIHSOYEA-UHFFFAOYSA-N,[M+H]+,positive
challenge_396,414.9933 ,CASMI2016_Challenge-147,C18H14Cl4N2O,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,[M+H]+,positive
challenge_397,321.1333 ,CASMI2016_Challenge-148,C17H20O6,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O,HPNSFSBZBAHARI-RUDMXATFSA-N,[M+H]+,positive
challenge_398,264.0090 ,CASMI2016_Challenge-149,C8H10NO5PS,COP(=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,RLBIQVVOMOPOHC-UHFFFAOYSA-N,[M+H]+,positive
challenge_399,372.2322 ,CASMI2016_Challenge-150,C26H29NO,CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-N,[M+H]+,positive
challenge_400,322.0663 ,CASMI2016_Challenge-151,C16H16ClNO2S,COC(=O)C(N1CCc2sccc2C1)c1ccccc1Cl,GKTWGGQPFAXNFI-UHFFFAOYSA-N,[M+H]+,positive
challenge_401,287.0948 ,CASMI2016_Challenge-152,C13H18O5S,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,IRCMYGHHKLLGHV-UHFFFAOYSA-N,[M+H]+,positive
challenge_402,251.0468 ,CASMI2016_Challenge-153,C12H11O4P,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,ASMQGLCHMVWBQR-UHFFFAOYSA-N,[M+H]+,positive
challenge_403,253.0464 ,CASMI2016_Challenge-154,C11H12N2OS2,C1CN(CCO1)SC1=NC2=CC=CC=C2S1,MHKLKWCYGIBEQF-UHFFFAOYSA-N,[M+H]+,positive
challenge_404,299.2006 ,CASMI2016_Challenge-155,C20H26O2,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,VIKNJXKGJWUCNN-UHFFFAOYSA-N,[M+H]+,positive
challenge_405,441.1670 ,CASMI2016_Challenge-156,C24H20N6O3,CCOC1=Nc2cccc(C(O)=O)c2N1Cc1ccc(-c2ccccc2C2NN=NN=2)cc1,HTQMVQVXFRQIKW-UHFFFAOYSA-N,[M+H]+,positive
challenge_406,194.1176 ,CASMI2016_Challenge-157,C11H15NO2,CCOC(=O)C1=CC=C(C=C1)N(C)C,FZUGPQWGEGAKET-UHFFFAOYSA-N,[M+H]+,positive
challenge_407,279.0273 ,CASMI2016_Challenge-158,C10H15O3PS2,COP(=S)(OC)Oc1ccc(SC)c(C)c1,PNVJTZOFSHSLTO-UHFFFAOYSA-N,[M+H]+,positive
challenge_408,247.0965 ,CASMI2016_Challenge-159,C14H14O4,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,QUDWYFHPNIMBFC-UHFFFAOYSA-N,[M+H]+,positive
challenge_409,194.0964 ,CASMI2016_Challenge-160,C14H11N,N1C2=CC=CC=C2C=CC2=CC=CC=C12,LCGTWRLJTMHIQZ-UHFFFAOYSA-N,[M+H]+,positive
challenge_410,311.2006 ,CASMI2016_Challenge-161,C21H26O2,CCC12CCC3C(CCC4=CC(=O)CCC34)C1C=CC2(O)C#C,SIGSPDASOTUPFS-UHFFFAOYSA-N,[M+H]+,positive
challenge_411,195.0804 ,CASMI2016_Challenge-162,C14H10O,O=C1C2=CC=CC=C2CC2=CC=CC=C12,RJGDLRCDCYRQOQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_412,232.1332 ,CASMI2016_Challenge-163,C14H17NO2,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,AFYCEAFSNDLKSX-UHFFFAOYSA-N,[M+H]+,positive
challenge_413,470.3054 ,CASMI2016_Challenge-164,C32H39NO2,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,MJJALKDDGIKVBE-UHFFFAOYSA-N,[M+H]+,positive
challenge_414,367.2268 ,CASMI2016_Challenge-165,C24H30O3,CC12CCC3C(C4CC4C4=CC(=O)CCC34C)C1C1CC1C21CCC(=O)O1,METQSPRSQINEEU-UHFFFAOYSA-N,[M+H]+,positive
challenge_415,223.0754 ,CASMI2016_Challenge-166,C15H10O2,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,[M+H]+,positive
challenge_416,341.2111 ,CASMI2016_Challenge-167,C22H28O3,CC12CCC3C(C=CC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1,UJVLDDZCTMKXJK-UHFFFAOYSA-N,[M+H]+,positive
challenge_417,214.0629 ,CASMI2016_Challenge-168,C10H12ClNO2,CC(C)OC(=O)Nc1cccc(Cl)c1,CWJSHJJYOPWUGX-UHFFFAOYSA-N,[M+H]+,positive
challenge_418,296.1160 ,CASMI2016_Challenge-169,C14H18ClN3O2,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,BAZVSMNPJJMILC-UHFFFAOYSA-N,[M+H]+,positive
challenge_419,361.1394 ,CASMI2016_Challenge-170,C18H20N2O6,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC,PVHUJELLJLJGLN-UHFFFAOYSA-N,[M+H]+,positive
challenge_420,200.0528 ,CASMI2016_Challenge-171,C12H9NS,CC1=NC2=C(S1)C=CC1=CC=CC=C21,OUXMJRMYZCEVKO-UHFFFAOYSA-N,[M+H]+,positive
challenge_421,313.2162 ,CASMI2016_Challenge-172,C21H28O2,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,WWYNJERNGUHSAO-UHFFFAOYSA-N,[M+H]+,positive
challenge_422,294.2064 ,CASMI2016_Challenge-173,C17H27NO3,CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1,RGOVYLWUIBMPGK-UHFFFAOYSA-N,[M+H]+,positive
challenge_423,375.1721 ,CASMI2016_Challenge-174,C22H27ClO3,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C,DUSHUSLJJMDGTE-UHFFFAOYSA-N,[M+H]+,positive
challenge_424,221.0961 ,CASMI2016_Challenge-175,C16H12O,CC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,NXXNVJDXUHMAHU-UHFFFAOYSA-N,[M+H]+,positive
challenge_425,436.2343 ,CASMI2016_Challenge-176,C24H29N5O3,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,ACWBQPMHZXGDFX-QFIPXVFZSA-N,[M+H]+,positive
challenge_426,459.0866 ,CASMI2016_Challenge-177,C21H16ClFN4O5,CO\N=C(\C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1,UFEODZBUAFNAEU-NLRVBDNBSA-N,[M+H]+,positive
challenge_427,269.1648 ,CASMI2016_Challenge-178,C17H20N2O,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,VVBLNCFGVYUYGU-UHFFFAOYSA-N,[M+H]+,positive
challenge_428,311.0393 ,CASMI2016_Challenge-179,C14H9ClF2N2O2,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,QQQYTWIFVNKMRW-UHFFFAOYSA-N,[M+H]+,positive
challenge_429,221.0961 ,CASMI2016_Challenge-180,C16H12O,CC(=O)C1=CC2=CC=CC=C2C2=CC=CC=C12,UIFAWZBYTTXSOG-UHFFFAOYSA-N,[M+H]+,positive
challenge_430,552.1911 ,CASMI2016_Challenge-181,C27H29N5O6S,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,GJPICJJJRGTNOD-UHFFFAOYSA-N,[M+H]+,positive
challenge_431,382.0832 ,CASMI2016_Challenge-182,C17H14F3N3O2S,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N,[M+H]+,positive
challenge_432,313.2162 ,CASMI2016_Challenge-183,C21H28O2,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,[M+H]+,positive
challenge_433,345.2424 ,CASMI2016_Challenge-184,C22H32O3,CC1CC2C3CCC(O)(C(C)=O)C3(C)CCC2C2(C)CCC(=O)C=C12,FRQMUZJSZHZSGN-UHFFFAOYSA-N,[M+H]+,positive
challenge_434,494.1511 ,CASMI2016_Challenge-185,C23H28ClN3O5S,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,[M+H]+,positive
challenge_435,306.1036 ,CASMI2016_Challenge-186,C11H20N3O3PS,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,QHOQHJPRIBSPCY-UHFFFAOYSA-N,[M+H]+,positive
challenge_436,302.1387 ,CASMI2016_Challenge-187,C17H19NO4,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,HJUFTIJOISQSKQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_437,385.2373 ,CASMI2016_Challenge-188,C24H32O4,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,[M+H]+,positive
challenge_438,368.1104 ,CASMI2016_Challenge-189,C18H16F3NO4,COC=C(C(=O)OC)C1=CC=CC=C1COC1=CC=CC(=N1)C(F)(F)F,IBSNKSODLGJUMQ-UHFFFAOYSA-N,[M+H]+,positive
challenge_439,559.2603 ,CASMI2016_Challenge-190,C33H35FN2O5,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,XUKUURHRXDUEBC-KAYWLYCHSA-N,[M+H]+,positive
challenge_440,387.2530 ,CASMI2016_Challenge-191,C24H34O4,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,PSGAAPLEWMOORI-PEINSRQWSA-N,[M+H]+,positive
challenge_441,491.2323 ,CASMI2016_Challenge-192,C24H34N4O5S,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,WIGIZIANZCJQQY-UHFFFAOYSA-N,[M+H]+,positive
