confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
74	1	1	1	1	0.25558269781672416	-9.186167176511368	N/A	40.07474137338709	C42H62O17	[M + H]+	WBQVRPYEEYUEBQ	InChI=1S/C42H62O17/c1-37-11-12-38(2,36(54)55)16-19(37)18-15-20(44)31-39(3)9-8-22(40(4,17-43)21(39)7-10-42(31,6)41(18,5)14-13-37)56-35-30(26(48)25(47)29(58-35)33(52)53)59-34-27(49)23(45)24(46)28(57-34)32(50)51/h15,19,21-31,34-35,43,45-49H,7-14,16-17H2,1-6H3,(H,50,51)(H,52,53)(H,54,55)	(2S,3S,4S,5R,6R)-6-[(2R,3R,4S,5S,6S)-2-[[(3S,4S,6aR,8aS,11S,14bS)-11-carboxy-4-(hydroxymethyl)-4,6a,6b,8a,11,14b-hexamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	CC12CCC(CC1C3=CC(=O)C4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)(C)C(=O)O	2.5	14891565;11968700;21550460;42610953;73157181;86577114;122231318;127043795;127043802;134715215	COCONUT:(CNP0275687);HMDB:(39318);Natural Products:(UNPD3754 UNPD14829);database;PubChem:(14891565 11968700 21550460 42610953 73157181 86577114 122231318 127043795 127043802 134715215);SuperNatural:(SN00400821 SN00269164);YMDB Mine;PubChem class - bio and metabolites;Training Set;PubMed;KEGG Mine	111689121866	839.4059765239999	NaN	25_challenge_126_	N/A
75	1	1	1	1	0.23874079334840514	-12.480716624610565	N/A	13.829622899297501	C15H10O6	[M + H]+	IQPNAANSBPBGFQ	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H	luteolin	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	1.81215119	5280445;12359024;12359025;25201972	HMDB:(5800);SuperNatural:(SN00024306);ZINC bio:(ZINC18185774);additional;MeSH:(5280445);Plantcyc:(5734-TETRAHYDROXYFLAVONE);PubMed;NORMAN:(NS00015143);COCONUT:(CNP0279503 CNP0303945 CNP0423218);KNApSAcK:(674);Natural Products:(UNPD149880);database;PubChem:(5280445 12359024 12359025 25201972);CHEBI:(15864 57545);PubChem class - bio and metabolites;KEGG:(C01514);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5734-TETRAHYDROXYFLAVONE)	68841040254	287.05501404	NaN	122_challenge_53_	N/A
76	1	1	1	1	0.23868249326004937	-154.38928312088842	N/A	20.002211278300717	C15H14O7	[M + H]+	SBZWTSHAFILOTE	InChI=1S/C15H14O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,13-21H	Resivit	C1=CC(=C(C=C1C2C(C(C3=C(C=C(C=C3O2)O)O)O)O)O)O	0.53420186	71629;155206;440833;445881;11208959;51371467;51377540;56679629;59024524;69378103	SuperNatural:(SN00394616 SN00234107 SN00157852 SN00244281);ZINC bio:(ZINC00000419 ZINC00968223 ZINC03591028 ZINC04096940);MeSH:(71629);Plantcyc:(ALPHA-N-DIACETYLNEURAMINYL-23-BETA-D-ETC CPD-590);PubMed;NORMAN:(NS00065837);COCONUT:(CNP0295674);KNApSAcK:(8991);Natural Products:(UNPD16585 UNPD18506 UNPD65220);database;PubChem:(71629 155206 440833 445881 11208959 51371467 51377540 56679629 59024524 69378103);CHEBI:(15758 11412);PubChem class - bio and metabolites;KEGG:(C05906);YMDB:(1726);Biocyc:(CPD-19095 CPD-590)	68739901814	307.081228788	NaN	80_challenge_204_	N/A
77	1	1	1	1	0.23847779068974312	-102.99890247252023	N/A	27.41046950724455	C38H44O8	[M + H]+	GEZHEQNLKAOMCA	InChI=1S/C38H44O8/c1-20(2)10-9-15-36(8)16-14-24-29(39)28-30(40)26-18-23-19-27-35(6,7)46-37(33(23)41,17-13-22(5)34(42)43)38(26,27)45-32(28)25(31(24)44-36)12-11-21(3)4/h10-11,13-14,16,18,23,27,39H,9,12,15,17,19H2,1-8H3,(H,42,43)	Guttic acid	CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C	7.30000019	3451;392792;442595;5281632;5353639;5380091;5469881;6444190;9852185;11556381;11599836;15559465;16750462;16760447;18293367;16072310;20054919;54591855;58545188;58545208;59248851;57845639;59895963;58142922;58209843;66509103;66603456;70639869;70639872;70639874;70235746;70697925;86767267;90837811;91081424;94860750;91332450;91351716;91356587;91395869;91668478;98140303;99639195;101406629;102402041;125038430;123570917;124554609;124554610;123626409;125129687;123307604;123352107;123464815;123970099;126963722;129386798;129607014;133562584;134129562;138107053	HMDB:(34095);SuperNatural:(SN00373891 SN00283933 SN00248427 SN00344984 SN00400925);additional;MeSH:(3451 5281632 5353639 5380091 9852185 11599836 15559465 16072310 20054919 70639872 86767267 91668478 99639195 126963722 134129562);PubMed;NORMAN:(NS00018046);COCONUT:(CNP0226425);KNApSAcK:(2950);Natural Products:(UNPD169862 UNPD79127 UNPD111327 UNPD197128 UNPD214058 UNPD126759);database;PubChem:(3451 392792 442595 5281632 5353639 5380091 5469881 6444190 9852185 11556381 11599836 15559465 16750462 16760447 18293367 16072310 20054919 54591855 58545188 58545208 59248851 57845639 59895963 58142922 58209843 66509103 66603456 70639869 70639872 70639874 70235746 70697925 86767267 90837811 91081424 94860750 91332450 91351716 91356587 91395869 91668478 98140303 99639195 101406629 102402041 125038430 123570917 124554609 124554610 123626409 125129687 123307604 123352107 123464815 123970099 126963722 129386798 129607014 133562584 134129562 138107053);CHEBI:(67521);PubChem class - bio and metabolites;KEGG:(C10062);PubChem class - safety and toxic;Training Set	68807344510	629.3108943679999	NaN	68_challenge_185_	N/A
78	1	1	1	1	0.2371711289989577	-20.0609570986617	N/A	47.12642144506951	C28H34O15	[M + H]+	QUQPHWDTPGMPEX	InChI=1S/C28H34O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-17(42-18(20)7-12)11-3-4-16(38-2)13(29)5-11/h3-7,10,17,19,21-30,32-37H,8-9H2,1-2H3	Cirantin	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	-1.10000002	3594;10621;119422;5701999;5318030;6419939;6604263;6604669;9496811;9496812;9496813;9496814;16758127;16394497;22524267;23305073;44559591;45358131;44658283;44143719;45933922;44430005;51340206;53477767;60010786;60093722;57642201;58599561;59873238;69049474;73265185;71017102;71089088;71189207;86579284;90927790;92341815;92341816;89770127;93473245;98072738;98072739;98072740;98072741;91927750;98482744;98482746;98482749;121419004;121419145;124540675;124711795;124711796;124711797;124784613;124081965;124819255;124819256;124899069;124899070;124899071;124899072;126497002;129009880;129010007;129606842;133661245;138106961	HMDB:(3265);PubChem class - food;SuperNatural:(SN00245103 SN00039582 SN00036436 SN00177722 SN00365400);ZINC bio:(ZINC08143568 ZINC08382286 ZINC08382287 ZINC08680006 ZINC08680007 ZINC43628117 ZINC67902505 ZINC85340597);additional;MeSH:(3594 10621 5701999 6419939 16394497 45358131 45933922 53477767 86579284 91927750 129010007);Plantcyc:(CPD-7075);PubMed;NORMAN:(NS00008545);COCONUT:(CNP0140888);KNApSAcK:(970);Natural Products:(UNPD14599 UNPD50840 UNPD220268 UNPD129344);database;PubChem:(3594 10621 119422 5701999 5318030 6419939 6604263 6604669 9496811 9496812 9496813 9496814 16758127 16394497 22524267 23305073 44559591 45358131 44658283 44143719 45933922 44430005 51340206 53477767 60010786 60093722 57642201 58599561 59873238 69049474 73265185 71017102 71089088 71189207 86579284 90927790 92341815 92341816 89770127 93473245 98072738 98072739 98072740 98072741 91927750 98482744 98482746 98482749 121419004 121419145 124540675 124711795 124711796 124711797 124784613 124081965 124819255 124819256 124899069 124899070 124899071 124899072 126497002 129009880 129010007 129606842 133661245 138106961);CHEBI:(28775 95114);PubChem class - bio and metabolites;KEGG:(C09755);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-7075)	68975257982	611.197046388	NaN	118_challenge_49_	N/A
79	1	1	1	1	0.23384127946718564	-18.54168491695901	N/A	36.5223901461614	C17H14O8	[M + H]+	RRYQDECFPVYHLR	InChI=1S/C17H14O8/c1-23-15-11(21)6-10(20)12-13(22)17(24-2)14(25-16(12)15)7-3-4-8(18)9(19)5-7/h3-6,18-21H,1-2H3	Gossypetin 3,8-dimethyl ether	COC1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)O	2.5	5748553	COCONUT:(CNP0248919);KNApSAcK:(4727);Natural Products:(UNPD130774);database;PubChem:(5748553);SuperNatural:(SN00321236);PubMed;KEGG Mine	77312589906	347.07614340799995	NaN	36_challenge_145_	N/A
80	1	1	1	1	0.23234859279609507	-17.515615749631067	N/A	18.372328996553676	C16H12O6	[M + H]+	OBBCRPUNCUPUOS	InChI=1S/C16H12O6/c1-21-16-11(18)6-12-13(15(16)20)14(19)10(7-22-12)8-2-4-9(17)5-3-8/h2-7,17-18,20H,1H3	Tectorigenin	COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O	2.5999999	5281811	HMDB:(42024);SuperNatural:(SN00001857);ZINC bio:(ZINC00899915);additional;MeSH:(5281811);PubMed;COCONUT:(CNP0224875 CNP0388134);KNApSAcK:(2577);Natural Products:(UNPD108275);database;PubChem:(5281811);CHEBI:(9429);PubChem class - bio and metabolites;KEGG:(C10534);PubChem class - safety and toxic	68807074174	301.070664104	NaN	77_challenge_198_	N/A
81	1	1	1	1	0.230335613115346	-6.706037556789191	N/A	45.25456423364314	C21H20O11	[M + H]+	PLAPMLGJVGLZOV	InChI=1S/C21H20O11/c22-6-14-17(28)18(29)19(30)21(32-14)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7/h1-5,14,17-19,21-26,28-30H,6H2	Orientin	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O	-0.200000003	5281675;5320307;5382105;12004585;12313763;11968814;23757180;26183518;25202593;38348067;44257907;44257946;90658326;92244163;92244164;92244165;92244166;122173253;133554336;133602824;134758340	HMDB:(30614);SuperNatural:(SN00351447 SN00314703 SN00028594 SN00036300 SN00036301 SN00157187 SN00366773 SN00028593 SN00036303 SN00036302 SN00158473);ZINC bio:(ZINC04098560 ZINC04963987 ZINC04963988 ZINC04963990 ZINC04963991 ZINC31156576 ZINC31156581);additional;MeSH:(5281675 5382105 90658326);Plantcyc:(23-dihydrodipicolinate CPD-15083);PubMed;NORMAN:(NS00014643);COCONUT:(CNP0094697 CNP0221949);KNApSAcK:(1078);Natural Products:(UNPD41484 UNPD171134 UNPD39841 UNPD11024 UNPD158283 UNPD213353);database;PubChem:(5281675 5320307 5382105 12004585 12313763 11968814 23757180 26183518 25202593 38348067 44257907 44257946 90658326 92244163 92244164 92244165 92244166 122173253 133554336 133602824 134758340);CHEBI:(139456 7781);PubChem class - bio and metabolites;KEGG:(C10114);Training Set;Biocyc:(CPD-15083)	68740376958	449.10783745999987	NaN	103_challenge_249_	N/A
82	1	1	1	1	0.2299681860498886	-20.43862246301814	N/A	19.126027635834895	C27H30O15	[M + H]+	OUJDQONJYHNTDX	InChI=1S/C27H30O15/c28-7-16-20(32)22(34)24(36)26(41-16)39-11-3-1-10(2-4-11)13-9-38-15-6-12(5-14(30)18(15)19(13)31)40-27-25(37)23(35)21(33)17(8-29)42-27/h1-6,9,16-17,20-30,32-37H,7-8H2	Genistein 7,4''-di-O-glucoside	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O	-0.899999976	13338931;44257276;91431845	COCONUT:(CNP0212361);KNApSAcK:(10106);Natural Products:(UNPD122654 UNPD12598 UNPD36443 UNPD138602);database;PubChem:(13338931 44257276 91431845);SuperNatural:(SN00232896 SN00295954 SN00286727 SN00240584);PubMed	68722655314	595.1657462599999	NaN	65_challenge_181_	N/A
83	1	1	1	1	0.2272702761725625	-91.49414256262577	N/A	110.60108696620001	C45H73NO16	[M + H]+	QCTMYNGDIBTNSK	InChI=1S/C45H73NO16/c1-19-8-13-45(46-16-19)20(2)30-27(62-45)15-26-24-7-6-22-14-23(9-11-43(22,4)25(24)10-12-44(26,30)5)57-42-39(61-40-36(54)34(52)31(49)21(3)56-40)38(33(51)29(18-48)59-42)60-41-37(55)35(53)32(50)28(17-47)58-41/h6,19-21,23-42,46-55H,7-18H2,1-5H3	Solasonin	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)NC1	1.10000002	537159;73410;119247;255983;6326050;9876101;9942086;23304644;60124155;58666235;70680623;71307575;101050964;101838896;118701087;125039842;125039843;125039844;125039845;131705946;131707230;132201463;132208741;132353270;137795219	NORMAN:(NS00048370);COCONUT:(CNP0252414);KNApSAcK:(2265);Natural Products:(UNPD168018 UNPD193461 UNPD57509 UNPD58025 UNPD61967 UNPD71569 UNPD108677 UNPD75951 UNPD164151 UNPD197147 UNPD58089);database;PubChem:(537159 73410 119247 255983 6326050 9876101 9942086 23304644 60124155 58666235 70680623 71307575 101050964 101838896 118701087 125039842 125039843 125039844 125039845 131705946 131707230 132201463 132208741 132353270 137795219);SuperNatural:(SN00259563 SN00330578 SN00255057 SN00311252 SN00271834 SN00294330 SN00294808 SN00359516 SN00322514);CHEBI:(9191);MeSH:(73410 119247 255983 537159 70680623 71307575 101050964 118701087 137795219);KEGG:(C10824);PubChem class - safety and toxic;PubMed	68790026614	884.5002112560001	NaN	147_challenge_87_	N/A
84	1	1	1	1	0.2221440962033754	-20.99068709388345	N/A	40.09349387819253	C19H16O4	[M + H]+	PREBVFJICNPEKM	InChI=1S/C19H16O4/c20-16-7-1-14(2-8-16)5-11-18(22)13-19(23)12-6-15-3-9-17(21)10-4-15/h1-12,20-21H,13H2	ACMC-20alnk	C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O	3.29999995	147439;5315472;45934475;139025459	HMDB:(2114);SuperNatural:(SN00030450 SN00002418);ZINC bio:(ZINC01651126 ZINC31430473 ZINC31430475);additional;PubMed;COCONUT:(CNP0104692);KNApSAcK:(42286);Natural Products:(UNPD46300);database;PubChem:(147439 5315472 45934475 139025459);CHEBI:(71045);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	68807090298	309.112134992	NaN	27_challenge_132_	N/A
85	1	1	1	1	0.21821642345192405	-94.19949745372259	N/A	75.67209978241415	C33H42O12	[M + H]+	WPPPFZJNKLMYBW	InChI=1S/C33H42O12/c1-16-21(42-17(2)34)14-33(40)28(44-29(39)20-11-9-8-10-12-20)26-31(7,22(37)13-23-32(26,15-41-23)45-19(4)36)27(38)25(43-18(3)35)24(16)30(33,5)6/h8-12,21-23,25-28,37-38,40H,13-15H2,1-7H3	Ddabvi	CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)OC(=O)C	1.60285151	3083352;5316347;10722750;11227441;20593352;24791030;51052194;58856664;59953792;59954993;71317261;91330540;95369721;95369722;95369723;122130763;122361797;129396779;138107544;138113630	COCONUT:(CNP0397908);KNApSAcK:(40856);database;PubChem:(3083352 5316347 10722750 11227441 20593352 24791030 51052194 58856664 59953792 59954993 71317261 91330540 95369721 95369722 95369723 122130763 122361797 129396779 138107544 138113630);SuperNatural:(SN00106158 SN00165296 SN00098291 SN00106159 SN00106160);ZINC bio:(ZINC26400996 ZINC70666086 ZINC70666087 ZINC70666088);additional;MeSH:(3083352 20593352 71317261 122130763 138107544 138113630);Training Set;PubMed	68723171414	631.2749027840001	NaN	138_challenge_78_	N/A
86	1	1	1	1	0.2172313119098405	-32.18572030176484	N/A	48.896082279770624	C15H12O2	[M + H]+	AETKQQBRKSELEL	InChI=1S/C15H12O2/c16-14-9-5-4-8-13(14)15(17)11-10-12-6-2-1-3-7-12/h1-11,16H	Chalcone, 6	C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2O	3.9000001	14611;638276;12136838;16758559;71749251;131705201	HMDB:(135599);SuperNatural:(SN00017911);ZINC bio:(ZINC12359992);additional;MeSH:(638276);PubMed;NORMAN:(NS00021570);COCONUT:(CNP0264519);Natural Products:(UNPD139370 UNPD220110);database;PubChem:(14611 638276 12136838 16758559 71749251 131705201);CHEBI:(27916);PubChem class - bio and metabolites;KEGG:(C09321);PubChem class - safety and toxic;Training Set	68807352686	225.091005624	NaN	127_challenge_61_	N/A
87	1	1	1	1	0.21670673317120692	-117.03088817726801	N/A	22.873486091636813	C25H28O6	[M + H]+	IPNPAENNCXAVSJ	InChI=1S/C25H28O6/c1-13(2)5-7-15-9-17(20(28)10-18(15)26)23-12-22(30)24-21(29)11-19(27)16(25(24)31-23)8-6-14(3)4/h5-6,9-11,23,26-29H,7-8,12H2,1-4H3	Lespedezaflavanone D	CC(=CCC1=CC(=C(C=C1O)O)C2CC(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)C	5.9000001	14542253;14542254	COCONUT:(CNP0293497);KNApSAcK:(8467);Natural Products:(UNPD118130);database;PubChem:(14542253 14542254);SuperNatural:(SN00329727);MeSH:(14542254);PubMed	68722655318	425.1958646159999	NaN	23_challenge_123_	N/A
88	1	1	1	1	0.2141602537234235	-116.19086315506203	N/A	134.82845898672795	C31H46O5	[M + H]+	KVAQLXUMUVEKGR	InChI=1S/C31H46O5/c1-18(2)20(5)9-10-21(28(35)36)27-25(32)17-31(8)24-12-11-22(19(3)4)29(6,15-14-26(33)34)23(24)13-16-30(27,31)7/h12-13,18,21-22,25,27,32H,3,5,9-11,14-17H2,1-2,4,6-8H3,(H,33,34)(H,35,36)	Poricoic acid A	CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O	6.4000001	5320677;5471851;10028880;78385421;138114968	COCONUT:(CNP0109683 CNP0227559);KNApSAcK:(24069);Natural Products:(UNPD35358 UNPD86478);database;PubChem:(5320677 5471851 10028880 78385421 138114968);SuperNatural:(SN00157752 SN00160734 SN00269075 SN00261015);CHEBI:(68353);MeSH:(5471851);PubMed	68722655350	499.3418005719999	NaN	10_challenge_108_	N/A
89	1	1	1	1	0.21341484877588002	-52.458096508949495	N/A	30.71152547291076	C15H14O3	[M + H]+	CWPGNVFCJOPXFB	InChI=1S/C15H14O3/c1-9(2)7-8-12-13(16)10-5-3-4-6-11(10)14(17)15(12)18/h3-7,16H,8H2,1-2H3	lapachol	CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C	2.79999995	3884	SuperNatural:(SN00005896 SN00226520);additional;MeSH:(3884);PubMed;NORMAN:(NS00015820 NS00021374);COCONUT:(CNP0037764 CNP0076389 CNP0230294);KNApSAcK:(2835);Natural Products:(UNPD168068);database;PubChem:(3884);CHEBI:(6377);KEGG:(C10366);PubChem class - safety and toxic;Training Set	68790567286	243.101570308	NaN	51_challenge_163_	N/A
90	1	1	1	1	0.20615967739729632	-25.86027347195856	N/A	26.594639119156152	C25H28O5	[M + H]+	GOAUTULGLLBZSR	InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-12-19-20(27)13-21(28)24-22(29)14-23(30-25(19)24)17-8-10-18(26)11-9-17/h5,7-11,13,23,26-28H,4,6,12,14H2,1-3H3	Sophorafavanone A	CC(=CCCC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C)C	6.19999981	6475921;11418365;53848438;101097179	COCONUT:(CNP0135589);KNApSAcK:(8274);Natural Products:(UNPD46128 UNPD220407);database;PubChem:(6475921 11418365 53848438 101097179);SuperNatural:(SN00322110);CHEBI:(70023);MeSH:(6475921);PubMed	68722655350	409.2009499959999	NaN	57_challenge_17_	N/A
91	1	1	1	1	0.20540281164610608	-29.9308387672174	N/A	24.84169910758805	C21H22O5	[M + H]+	YKGCBLWILMDSAV	InChI=1S/C21H22O5/c1-12(2)4-9-15-16(23)10-19(25-3)20-17(24)11-18(26-21(15)20)13-5-7-14(22)8-6-13/h4-8,10,18,22-23H,9,11H2,1-3H3	Isoxanthohumol	CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C	4.0999999	513197;9928523;25200491;92178680	SuperNatural:(SN00156744 SN00156698);ZINC bio:(ZINC02561287 ZINC03637160);additional;MeSH:(513197);PubMed;COCONUT:(CNP0229713 CNP0308615);KNApSAcK:(8246);Natural Products:(UNPD102991);database;PubChem:(513197 9928523 25200491 92178680);Training Set;Biocyc:(CPD-7134);KEGG Mine	77313140822	355.1539998039999	NaN	38_challenge_148_	N/A
92	1	1	1	1	0.20156102333441214	-30.916125111737244	N/A	36.81084579373216	C15H10O4	[M + H]+	TZRNJQYCOSMOJS	InChI=1S/C15H10O4/c16-12-6-11-10(9-4-2-1-3-5-9)7-15(18)19-14(11)8-13(12)17/h1-8,16-17H	Nordalbergin	C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=C(C=C23)O)O	2.4000001	5320203	COCONUT:(CNP0157559);KNApSAcK:(10195);Natural Products:(UNPD174617);database;PubChem:(5320203);SuperNatural:(SN00001273);ZINC bio:(ZINC00186764);additional;MeSH:(5320203);Training Set;PubMed;KEGG Mine	77313138774	255.0651848	NaN	96_challenge_236_	N/A
93	1	1	1	1	0.19574967865178688	-27.55556834551568	N/A	52.88784882697677	C15H12O6	[M + H]+	CRBYNQCDRNZCNX	InChI=1S/C15H12O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1-7,16-17,19-21H	Eriodictyol chalcone	C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O)O	1.64476442	5461154;25200812;86289291;124351262	HMDB:(126020 130325);SuperNatural:(SN00009644);ZINC bio:(ZINC04252698);additional;Plantcyc:(CPD-3021);PubMed;NORMAN:(NS00059430);COCONUT:(CNP0178183);KNApSAcK:(6973);Natural Products:(UNPD27736);database;PubChem:(5461154 25200812 86289291 124351262);CHEBI:(77621 48967 10836);PubChem class - bio and metabolites;KEGG:(C15525);Training Set;Biocyc:(CPD-3021)	68740376954	289.070664104	NaN	113_challenge_40_	N/A
94	1	1	1	1	0.192167178587421	-64.74473377049094	N/A	15.77153062492518	C20H22O7	[M + H]+	MIJKZXWOOXIEEU	InChI=1S/C20H22O7/c1-9-8-14(11(3)17(21)15(9)19(22)23)27-20(24)16-10(2)7-13(25-5)12(4)18(16)26-6/h7-8,21H,1-6H3,(H,22,23)	Barbatic acid	CC1=CC(=C(C(=C1C(=O)O)O)C)OC(=O)C2=C(C(=C(C=C2C)OC)C)OC	4.5	94870;54705590	COCONUT:(CNP0321839 CNP0382616);Natural Products:(UNPD83303);database;PubChem:(94870 54705590);SuperNatural:(SN00002483 SN00339968);CHEBI:(107634);ZINC bio:(ZINC01687273);additional;MeSH:(94870);PubChem class - safety and toxic;Training Set;PubMed	68790313062	375.143829044	NaN	3_challenge_10_	N/A
95	1	1	1	1	0.18991911456812857	-84.75903549783283	N/A	32.45173876301263	C25H20O9	[M + H]+	NMICSFNNFDNGEL	InChI=1S/C25H20O9/c1-31-20-7-13(2-4-15(20)28)25-23(11-26)33-21-6-12(3-5-18(21)34-25)19-10-17(30)24-16(29)8-14(27)9-22(24)32-19/h2-10,23,25-29H,11H2,1H3	(-)-hydnocarpin	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=CC(=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)CO)O	3.29999995	5489114;11213425;44582381	COCONUT:(CNP0307818 CNP0420519);KNApSAcK:(20608);Natural Products:(UNPD73960 UNPD134821);database;PubChem:(5489114 11213425 44582381);SuperNatural:(SN00158637 SN00158636);MeSH:(5489114);PubMed;KEGG Mine	77312589910	465.11800821999987	NaN	141_challenge_80_	N/A
96	1	1	1	1	0.1880011767249746	-8.792910843568942	N/A	111.68119604637108	C30H48O4	[M + H]+	MDZKJHQSJHYOHJ	InChI=1S/C30H48O4/c1-25(2)12-14-30(24(33)34)15-13-28(6)18(19(30)16-25)8-9-22-27(5)17-20(31)23(32)26(3,4)21(27)10-11-29(22,28)7/h8,19-23,31-32H,9-17H2,1-7H3,(H,33,34)	Maslinic acid	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C	6.5	73659;179482;2752460;3694932;7163258;7163260;5318303;5319293;6324974;9934519;11532959;10162403;10277042;15560122;15560126;15560128;11887402;11887403;11887404;16401244;21309788;25015728;25156878;26335773;25201585;25256763;25564831;25564840;24825665;24825666;40884485;52224347;52224349;51666240;51666242;54067424;54067425;54067426;51894931;51894933;51909942;59059890;69569514;68346142;71684595;71078968;86315733;92472177;92845981;98233489;98233492;124225684;124225685;124225686;124225687;126504583;129316972;134693264;131980391;138107073;138113433	HMDB:(2392);SuperNatural:(SN00395807 SN00308099 SN00256367 SN00101706 SN00101705 SN00162699 SN00255148 SN00334499 SN00165122 SN00363410 SN00355404 SN00374945 SN00037216 SN00034794 SN00281477 SN00240286 SN00101704 SN00233224 SN00159716 SN00034795 SN00159346 SN00392165 SN00162698 SN00036281 SN00037479 SN00036280 SN00101707 SN00034796 SN00034793);ZINC bio:(ZINC04273445 ZINC04273446 ZINC13336505 ZINC13336506 ZINC13336508 ZINC13336510 ZINC14980264 ZINC31155891 ZINC38349969 ZINC38557957 ZINC38557961 ZINC38557962 ZINC38557965 ZINC39560071 ZINC39560072 ZINC39560073 ZINC39560074 ZINC39738221);additional;HSDB:(4373-41-5);MeSH:(73659 15560128 25156878 25201585);PubMed;NORMAN:(NS00018298);COCONUT:(CNP0061768 CNP0227468);KNApSAcK:(29493);Natural Products:(UNPD56462 UNPD151310 UNPD102416 UNPD163302 UNPD34163 UNPD68375 UNPD98499 UNPD139292 UNPD63466 UNPD137415 UNPD34556 UNPD80851 UNPD84487 UNPD141723);database;PubChem:(73659 179482 2752460 3694932 7163258 7163260 5318303 5319293 6324974 9934519 11532959 10162403 10277042 15560122 15560126 15560128 11887402 11887403 11887404 16401244 21309788 25015728 25156878 26335773 25201585 25256763 25564831 25564840 24825665 24825666 40884485 52224347 52224349 51666240 51666242 54067424 54067425 54067426 51894931 51894933 51909942 59059890 69569514 68346142 71684595 71078968 86315733 92472177 92845981 98233489 98233492 124225684 124225685 124225686 124225687 126504583 129316972 134693264 131980391 138107073 138113433);CHEBI:(66683 66682);PubChem class - bio and metabolites;KEGG:(C16939);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8482)	68807355262	473.3625360159999	NaN	70_challenge_190_	N/A
